"מק""ט חלופי","תיאור פריט","דגם","צבע","מידה","מחלקה","מחיר מכירה","מחירון 1","סה""כ מלאי","ראשי","מכולה וינגייט","רמת גן","ספורט & מור רמלה","WIX","קוד דגם","קבוצה","פריט","ברקוד"
"AR00491453000XL","TEAM PARKA ASPH","מעיל שחיינים יוניסקס Team Parka","530","XL","יוניסקס בוגרים","520.00","520","","","","","","","004914","ביגוד","3468336828625","3468336828625"
"AR00491453000L","TEAM PARKA ASPH","מעיל שחיינים יוניסקס Team Parka","530","L","יוניסקס בוגרים","520.00","520","1","1","","","","","004914","ביגוד","3468336828717","3468336828717"
"AR00491453000M","TEAM PARKA ASPH","מעיל שחיינים יוניסקס Team Parka","530","M","יוניסקס בוגרים","520.00","520","","","","","","","004914","ביגוד","3468336828731","3468336828731"
"AR00491453000S","TEAM PARKA ASPH","מעיל שחיינים יוניסקס Team Parka","530","S","יוניסקס בוגרים","520.00","520","","","","","","","004914","ביגוד","3468336828762","3468336828762"
"AR001430105000","0THE ONE SMOKE-JADE-","משקפת בוגרים The One","105","One size","ציוד","139.90","139.9","","","","","","","001430","משקפות","3468336830659","3468336830659"
"AR003148105000","0THE ONE MASK LIGHT_","משקפת שחייה מסיכה The One Mask","105","Os","ציוד","159.90","159.9","","","","","","","003148","משקפות","3468336833377","3468336833377"
"AR003152102000","0THE ONE MIRROR SILV","משקפת שחייה The One Mirror","102","Os","ציוד","149.90","149.9","","","","","","","003152","משקפות","3468336834459","3468336834459"
"AR003148106000","0THE ONE MASK SMOKE-","משקפת שחייה מסיכה The One Mask","106","Os","ציוד","159.90","159.9","221","7","12","","202","","003148","משקפות","3468336834497","3468336834497"
"AR003786100000","REVERSIBLE CAP","כובע שחייה סיליקון דו צדדי Unisex Reversible","100","Os","ציוד","59.90","59.9","","","","","","","003786","כובעי ים","3468336834510","3468336834510"
"AR003152103000","0THE ONE MIRROR BLUE","משקפת שחייה The One Mirror","103","Os","ציוד","149.90","149.9","","","","","","","003152","משקפות","3468336835531","3468336835531"
"AR0047664100040","TEAM SWIMSUIT C","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","410","40","נשים","179.90","179.9","","","","","","","004766","בגדי ים","3468336836767","3468336836767"
"AR0047665300044","EN'S TEAM SWIMS","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","530","44","נשים","179.90","179.9","8","8","","","","","004766","בגדי ים","3468336836811","3468336836811"
"AR0047664100038","TEAM SWIMSUIT C","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","410","38","נשים","179.90","179.9","","","","","","","004766","בגדי ים","3468336836842","3468336836842"
"AR0050367510044","ARENA ICONS SUPER FL","ARENA ICONS SUPER FLY בגד ים נשים","751","44","נשים","199.90","199.9","6","6","","","","","005036","בגדי ים","3468336836903","3468336836903"
"AR0047665300026","EN'S TEAM SWIMS","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","530","26","נשים","179.90","179.9","11","11","","","","","004766","בגדי ים","3468336837238","3468336837238"
"AR0047663500034","'S TEAM SWIMSUIT CHA","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","350","34","נשים","179.90","179.9","-1","-1","","","","","004766","בגדי ים","3468336837245","3468336837245"
"AR0047664100044","TEAM SWIMSUIT C","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","410","44","נשים","179.90","179.9","1","1","","","","","004766","בגדי ים","3468336837511","3468336837511"
"AR004765350006-7","6-7'S TEAM SWIMSUIT","GIRL'S TEAM SWIMSUIT CHALLENGE SOLID","350","6-7","נערות","149.90","149.9","11","5","","6","","","004765","בגדי ים","3468336837825","3468336837825"
"AR0047665300032","EN'S TEAM SWIMS","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","530","32","נשים","179.90","179.9","","","","","","","004766","בגדי ים","3468336837900","3468336837900"
"AR004765350008-9","8-9'S TEAM SWIMSUIT","GIRL'S TEAM SWIMSUIT CHALLENGE SOLID","350","8-9","נערות","149.90","149.9","16","","","16","","","004765","בגדי ים","3468336837917","3468336837917"
"AR0047663500040","'S TEAM SWIMSUIT CHA","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","350","40","נשים","179.90","179.9","4","4","","","","","004766","בגדי ים","3468336837924","3468336837924"
"AR0047664100026","TEAM SWIMSUIT C","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","410","26","נשים","179.90","179.9","8","8","","","","","004766","בגדי ים","3468336837955","3468336837955"
"AR0047663500038","'S TEAM SWIMSUIT CHA","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","350","38","נשים","179.90","179.9","1","1","","","","","004766","בגדי ים","3468336837986","3468336837986"
"AR0050367510032","ARENA ICONS SUPER FL","ARENA ICONS SUPER FLY בגד ים נשים","751","32","נשים","199.90","199.9","","","","","","","005036","בגדי ים","3468336838020","3468336838020"
"AR0047604100042","TEAM SWIMSUIT SWIM P","בגד ים נשים TEAM SWIMSUIT SWIM PRO SOLID","410","42","נשים","199.90","199.9","","","","","","","004760","בגדי ים","3468336838228","3468336838228"
"AR0047664100032","TEAM SWIMSUIT C","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","410","32","נשים","179.90","179.9","","","","","","","004766","בגדי ים","3468336838693","3468336838693"
"AR0047665300036","EN'S TEAM SWIMS","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","530","36","נשים","179.90","179.9","","","","","","","004766","בגדי ים","3468336838730","3468336838730"
"AR0047663500044","'S TEAM SWIMSUIT CHA","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","350","44","נשים","179.90","179.9","11","11","","","","","004766","בגדי ים","3468336838747","3468336838747"
"AR0050367510036","ARENA ICONS SUPER FL","ARENA ICONS SUPER FLY בגד ים נשים","751","36","נשים","199.90","199.9","","","","","","","005036","בגדי ים","3468336838815","3468336838815"
"AR0047604100046","TEAM SWIMSUIT SWIM P","בגד ים נשים TEAM SWIMSUIT SWIM PRO SOLID","410","46","נשים","199.90","199.9","","","","","","","004760","בגדי ים","3468336838990","3468336838990"
"AR0047663500026","'S TEAM SWIMSUIT CHA","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","350","26","נשים","179.90","179.9","12","12","","","","","004766","בגדי ים","3468336839096","3468336839096"
"AR0047653500010-11","10-11'S TEAM SWIMSUI","GIRL'S TEAM SWIMSUIT CHALLENGE SOLID","350","10-11","נערות","149.90","149.9","13","13","","","","","004765","בגדי ים","3468336839270","3468336839270"
"AR0047665300042","EN'S TEAM SWIMS","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","530","42","נשים","179.90","179.9","1","1","","","","","004766","בגדי ים","3468336839409","3468336839409"
"AR0047664100036","TEAM SWIMSUIT C","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","410","36","נשים","179.90","179.9","","","","","","","004766","בגדי ים","3468336839454","3468336839454"
"AR0050367510042","ARENA ICONS SUPER FL","ARENA ICONS SUPER FLY בגד ים נשים","751","42","נשים","199.90","199.9","3","3","","","","","005036","בגדי ים","3468336839461","3468336839461"
"AR0047665300024","EN'S TEAM SWIMS","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","530","24","נשים","179.90","179.9","11","11","","","","","004766","בגדי ים","3468336839737","3468336839737"
"AR0047663500032","'S TEAM SWIMSUIT CHA","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","350","32","נשים","179.90","179.9","","","","","","","004766","בגדי ים","3468336839744","3468336839744"
"AR0047664100042","TEAM SWIMSUIT C","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","410","42","נשים","179.90","179.9","1","1","","","","","004766","בגדי ים","3468336840030","3468336840030"
"AR0047653500012-13","12-13'S TEAM SWIMSUI","GIRL'S TEAM SWIMSUIT CHALLENGE SOLID","350","12-13","נערות","149.90","149.9","12","12","","","","","004765","בגדי ים","3468336840351","3468336840351"
"AR0047665300030","EN'S TEAM SWIMS","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","530","30","נשים","179.90","179.9","-1","-1","","","","","004766","בגדי ים","3468336840443","3468336840443"
"AR0047664100024","TEAM SWIMSUIT C","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","410","24","נשים","179.90","179.9","10","10","","","","","004766","בגדי ים","3468336840481","3468336840481"
"AR0047665300028","EN'S TEAM SWIMS","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","530","28","נשים","179.90","179.9","8","8","","","","","004766","בגדי ים","3468336840504","3468336840504"
"AR0047663500036","'S TEAM SWIMSUIT CHA","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","350","36","נשים","179.90","179.9","-8","-8","","","","","004766","בגדי ים","3468336840511","3468336840511"
"AR0050367510030","ARENA ICONS SUPER FL","ARENA ICONS SUPER FLY בגד ים נשים","751","30","נשים","199.90","199.9","","","","","","","005036","בגדי ים","3468336840597","3468336840597"
"AR0050367510028","ARENA ICONS SUPER FL","ARENA ICONS SUPER FLY בגד ים נשים","751","28","נשים","199.90","199.9","3","3","","","","","005036","בגדי ים","3468336840641","3468336840641"
"AR0047604100040","TEAM SWIMSUIT SWIM P","בגד ים נשים TEAM SWIMSUIT SWIM PRO SOLID","410","40","נשים","199.90","199.9","","","","","","","004760","בגדי ים","3468336840740","3468336840740"
"AR0047604100038","TEAM SWIMSUIT SWIM P","בגד ים נשים TEAM SWIMSUIT SWIM PRO SOLID","410","38","נשים","199.90","199.9","","","","","","","004760","בגדי ים","3468336840818","3468336840818"
"AR0047664100030","TEAM SWIMSUIT C","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","410","30","נשים","179.90","179.9","","","","","","","004766","בגדי ים","3468336841143","3468336841143"
"AR0047665300034","EN'S TEAM SWIMS","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","530","34","נשים","179.90","179.9","-2","-2","","","","","004766","בגדי ים","3468336841211","3468336841211"
"AR0047663500042","'S TEAM SWIMSUIT CHA","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","350","42","נשים","179.90","179.9","8","8","","","","","004766","בגדי ים","3468336841235","3468336841235"
"AR0047664100028","TEAM SWIMSUIT C","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","410","28","נשים","179.90","179.9","5","5","","","","","004766","בגדי ים","3468336841266","3468336841266"
"AR0050367510034","ARENA ICONS SUPER FL","ARENA ICONS SUPER FLY בגד ים נשים","751","34","נשים","199.90","199.9","1","1","","","","","005036","בגדי ים","3468336841327","3468336841327"
"AR0047653500014-15","14-15'S TEAM SWIMSUI","GIRL'S TEAM SWIMSUIT CHALLENGE SOLID","350","14-15","נערות","149.90","149.9","15","","","15","","","004765","בגדי ים","3468336841440","3468336841440"
"AR0047604100044","TEAM SWIMSUIT SWIM P","בגד ים נשים TEAM SWIMSUIT SWIM PRO SOLID","410","44","נשים","199.90","199.9","2","2","","","","","004760","בגדי ים","3468336841471","3468336841471"
"AR0047663500024","'S TEAM SWIMSUIT CHA","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","350","24","נשים","179.90","179.9","11","11","","","","","004766","בגדי ים","3468336841570","3468336841570"
"AR0047665300040","EN'S TEAM SWIMS","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","530","40","נשים","179.90","179.9","1","1","","","","","004766","בגדי ים","3468336841815","3468336841815"
"AR0047664100034","TEAM SWIMSUIT C","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","410","34","נשים","179.90","179.9","","","","","","","004766","בגדי ים","3468336841860","3468336841860"
"AR0047665300038","EN'S TEAM SWIMS","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","530","38","נשים","179.90","179.9","","","","","","","004766","בגדי ים","3468336841907","3468336841907"
"AR0050367510040","ARENA ICONS SUPER FL","ARENA ICONS SUPER FLY בגד ים נשים","751","40","נשים","199.90","199.9","","","","","","","005036","בגדי ים","3468336841969","3468336841969"
"AR0050367510038","ARENA ICONS SUPER FL","ARENA ICONS SUPER FLY בגד ים נשים","751","38","נשים","199.90","199.9","","","","","","","005036","בגדי ים","3468336842010","3468336842010"
"AR0047663500030","'S TEAM SWIMSUIT CHA","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","350","30","נשים","179.90","179.9","","","","","","","004766","בגדי ים","3468336842225","3468336842225"
"AR0047663500028","'S TEAM SWIMSUIT CHA","בגד ים ילדות ונשים TEAM CHALLENGE SOLID","350","28","נשים","179.90","179.9","7","7","","","","","004766","בגדי ים","3468336842300","3468336842300"
"AR005547530006-7","BOY'S SWIM BRIE","בגד ים בנים SWIM BRIEFS GRAPHIC","530","6-7","נערים","89.90","89.9","3","3","","","","","005547","בגדי ים","3468336842720","3468336842720"
"AR005547530008-9","BOY'S SWIM BRIE","בגד ים בנים SWIM BRIEFS GRAPHIC","530","8-9","נערים","89.90","89.9","-1","-1","","","","","005547","בגדי ים","3468336842782","3468336842782"
"AR0050467510085","85ARENA ICONS SWIM L","ICONS SWIM LOW WAIST SHORT","751","85","גברים","159.90","159.9","","","","","","","005046","בגדי ים","3468336843345","3468336843345"
"AR0055465300012-13","BOY'S SWIM SHOR","arena Boys' Placement Swim Shorts","530","12-13","נערים","119.90","119.9","","","","","","","005546","בגדי ים","3468336843475","3468336843475"
"AR0050467510080","80ARENA ICONS SWIM L","ICONS SWIM LOW WAIST SHORT","751","80","גברים","159.90","159.9","","","","","","","005046","בגדי ים","3468336844014","3468336844014"
"AR0055475300010-11","BOY'S SWIM BRIE","בגד ים בנים SWIM BRIEFS GRAPHIC","530","10-11","נערים","89.90","89.9","4","4","","","","","005547","בגדי ים","3468336844779","3468336844779"
"AR0055465300014-15","BOY'S SWIM SHOR","arena Boys' Placement Swim Shorts","530","14-15","נערים","119.90","119.9","","","","","","","005546","בגדי ים","3468336844786","3468336844786"
"AR0055475300012-13","BOY'S SWIM BRIE","בגד ים בנים SWIM BRIEFS GRAPHIC","530","12-13","נערים","89.90","89.9","","","","","","","005547","בגדי ים","3468336845943","3468336845943"
"AR0055475300014-15","BOY'S SWIM BRIE","בגד ים בנים SWIM BRIEFS GRAPHIC","530","14-15","נערים","89.90","89.9","3","3","","","","","005547","בגדי ים","3468336847169","3468336847169"
"AR005546530006-7","BOY'S SWIM SHOR","arena Boys' Placement Swim Shorts","530","6-7","נערים","119.90","119.9","","","","","","","005546","בגדי ים","3468336847343","3468336847343"
"AR005546530008-9","BOY'S SWIM SHOR","arena Boys' Placement Swim Shorts","530","8-9","נערים","119.90","119.9","","","","","","","005546","בגדי ים","3468336847398","3468336847398"
"AR0050467510075","ARENA ICONS SWI","ICONS SWIM LOW WAIST SHORT","751","75","גברים","159.90","159.9","","","","","","","005046","בגדי ים","3468336848289","3468336848289"
"AR0055465300010-11","BOY'S SWIM SHOR","arena Boys' Placement Swim Shorts","530","10-11","נערים","119.90","119.9","","","","","","","005546","בגדי ים","3468336848753","3468336848753"
"AR0059027040034","ARENA KIKKO PRO","KIKKO PRO SWIMSUIT CHALLENGE BACK","704","34","נשים","239.90","239.9","7","7","","","","","005902","בגדי ים","3468336849347","3468336849347"
"AR0059379700042","OUCAN SWIMSUIT","SUPER FLY BACK","970","42","נשים","239.90","239.9","9","1","","8","","","005937","בגדי ים","3468336849453","3468336849453"
"AR0059275500032","IRCLE STRIPE SW","STRIPE SWIMSUIT LACE BACK","550","32","נשים","249.00","249","8","","","8","","","005927","בגדי ים","3468336849552","3468336849552"
"AR0059156500034","34SUIT CHALLENGE BAC","CHALLENGE BACK","650","34","נשים","239.90","239.9","6","6","","","","","005915","בגדי ים","3468336849569","3468336849569"
"AR0059268100034","DE SWIMSUIT SUP","SUPER FLY BACK","810","34","נשים","239.00","239","10","3","","7","","","005926","בגדי ים","3468336849798","3468336849798"
"AR0059005500014-15","KIKKO PRO SWIMS","KIKKO PRO SWIMSUIT SWIM TECH L","550","14-15","נערות","179.90","179.9","5","5","","","","","005900","בגדי ים","3468336850398","3468336850398"
"AR0059027040040","ARENA KIKKO PRO","KIKKO PRO SWIMSUIT CHALLENGE BACK","704","40","נשים","239.90","239.9","16","16","","","","","005902","בגדי ים","3468336850503","3468336850503"
"AR0059027040038","ARENA KIKKO PRO","KIKKO PRO SWIMSUIT CHALLENGE BACK","704","38","נשים","239.90","239.9","12","12","","","","","005902","בגדי ים","3468336850626","3468336850626"
"AR0059156500040","40SUIT CHALLENGE BAC","CHALLENGE BACK","650","40","נשים","239.90","239.9","4","4","","","","","005915","בגדי ים","3468336850657","3468336850657"
"AR0059275500036","IRCLE STRIPE SW","STRIPE SWIMSUIT LACE BACK","550","36","נשים","249.00","249","9","","","9","","","005927","בגדי ים","3468336850817","3468336850817"
"AR0059156500038","38SUIT CHALLENGE BAC","CHALLENGE BACK","650","38","נשים","239.90","239.9","1","1","","","","","005915","בגדי ים","3468336850824","3468336850824"
"AR0059268100040","DE SWIMSUIT SUP","SUPER FLY BACK","810","40","נשים","239.00","239","11","4","","7","","","005926","בגדי ים","3468336850916","3468336850916"
"AR0059268100038","DE SWIMSUIT SUP","SUPER FLY BACK","810","38","נשים","239.00","239","11","3","","8","","","005926","בגדי ים","3468336851081","3468336851081"
"AR0059379700030","OUCAN SWIMSUIT","SUPER FLY BACK","970","30","נשים","239.90","239.9","8","","","8","","","005937","בגדי ים","3468336851258","3468336851258"
"AR0059379700028","OUCAN SWIMSUIT","SUPER FLY BACK","970","28","נשים","239.90","239.9","9","2","","7","","","005937","בגדי ים","3468336851401","3468336851401"
"AR0059275500042","IRCLE STRIPE SW","STRIPE SWIMSUIT LACE BACK","550","42","נשים","249.00","249","14","","","14","","","005927","בגדי ים","3468336851920","3468336851920"
"AR0059156500044","44SUIT CHALLENGE BAC","CHALLENGE BACK","650","44","נשים","239.90","239.9","9","9","","","","","005915","בגדי ים","3468336851937","3468336851937"
"AR0059268100044","DE SWIMSUIT SUP","SUPER FLY BACK","810","44","נשים","239.00","239","11","4","","7","","","005926","בגדי ים","3468336852170","3468336852170"
"AR0059379700034","OUCAN SWIMSUIT","SUPER FLY BACK","970","34","נשים","239.90","239.9","9","1","","8","","","005937","בגדי ים","3468336852590","3468336852590"
"AR005900550006-7","KIKKO PRO SWIMS","KIKKO PRO SWIMSUIT SWIM TECH L","550","6-7","נערות","179.90","179.9","9","9","","","","","005900","בגדי ים","3468336852972","3468336852972"
"AR005900550008-9","KIKKO PRO SWIMS","KIKKO PRO SWIMSUIT SWIM TECH L","550","8-9","נערות","179.90","179.9","11","11","","","","","005900","בגדי ים","3468336852996","3468336852996"
"AR0059027040032","ARENA KIKKO PRO","KIKKO PRO SWIMSUIT CHALLENGE BACK","704","32","נשים","239.90","239.9","8","8","","","","","005902","בגדי ים","3468336853634","3468336853634"
"AR0059379700040","OUCAN SWIMSUIT","SUPER FLY BACK","970","40","נשים","239.90","239.9","8","","","8","","","005937","בגדי ים","3468336853696","3468336853696"
"AR0059275500030","IRCLE STRIPE SW","STRIPE SWIMSUIT LACE BACK","550","30","נשים","249.00","249","10","1","","9","","","005927","בגדי ים","3468336853764","3468336853764"
"AR0059156500032","32SUIT CHALLENGE BAC","CHALLENGE BACK","650","32","נשים","239.90","239.9","2","2","","","","","005915","בגדי ים","3468336853795","3468336853795"
"AR0059379700038","OUCAN SWIMSUIT","SUPER FLY BACK","970","38","נשים","239.90","239.9","8","","","8","","","005937","בגדי ים","3468336853849","3468336853849"
"AR0059275500028","IRCLE STRIPE SW","STRIPE SWIMSUIT LACE BACK","550","28","נשים","249.00","249","10","10","","","","","005927","בגדי ים","3468336853948","3468336853948"
"AR0059268100032","DE SWIMSUIT SUP","SUPER FLY BACK","810","32","נשים","239.00","239","8","","","8","","","005926","בגדי ים","3468336854044","3468336854044"
"AR0059027040036","ARENA KIKKO PRO","KIKKO PRO SWIMSUIT CHALLENGE BACK","704","36","נשים","239.90","239.9","5","5","","","","","005902","בגדי ים","3468336854822","3468336854822"
"AR0059379700044","OUCAN SWIMSUIT","SUPER FLY BACK","970","44","נשים","239.90","239.9","11","4","","7","","","005937","בגדי ים","3468336854921","3468336854921"
"AR0059275500034","IRCLE STRIPE SW","STRIPE SWIMSUIT LACE BACK","550","34","נשים","249.00","249","9","1","","8","","","005927","בגדי ים","3468336855003","3468336855003"
"AR0059156500036","36SUIT CHALLENGE BAC","CHALLENGE BACK","650","36","נשים","239.90","239.9","1","1","","","","","005915","בגדי ים","3468336855027","3468336855027"
"AR0059268100036","DE SWIMSUIT SUP","SUPER FLY BACK","810","36","נשים","239.00","239","10","3","","7","","","005926","בגדי ים","3468336855294","3468336855294"
"AR0059027040042","ARENA KIKKO PRO","KIKKO PRO SWIMSUIT CHALLENGE BACK","704","42","נשים","239.90","239.9","9","9","","","","","005902","בגדי ים","3468336855898","3468336855898"
"AR0059275500040","IRCLE STRIPE SW","STRIPE SWIMSUIT LACE BACK","550","40","נשים","249.00","249","8","","","8","","","005927","בגדי ים","3468336856048","3468336856048"
"AR0059156500042","42SUIT CHALLENGE BAC","CHALLENGE BACK","650","42","נשים","239.90","239.9","9","9","","","","","005915","בגדי ים","3468336856062","3468336856062"
"AR0059275500038","IRCLE STRIPE SW","STRIPE SWIMSUIT LACE BACK","550","38","נשים","249.00","249","8","","","8","","","005927","בגדי ים","3468336856185","3468336856185"
"AR0059268100042","DE SWIMSUIT SUP","SUPER FLY BACK","810","42","נשים","239.00","239","9","3","","6","","","005926","בגדי ים","3468336856307","3468336856307"
"AR0059005500010-11","KIKKO PRO SWIMS","KIKKO PRO SWIMSUIT SWIM TECH L","550","10-11","נערות","179.90","179.9","8","8","","","","","005900","בגדי ים","3468336856420","3468336856420"
"AR0059379700032","OUCAN SWIMSUIT","SUPER FLY BACK","970","32","נשים","239.90","239.9","9","2","","7","","","005937","בגדי ים","3468336856642","3468336856642"
"AR0059275500044","IRCLE STRIPE SW","STRIPE SWIMSUIT LACE BACK","550","44","נשים","249.00","249","10","2","","8","","","005927","בגדי ים","3468336857298","3468336857298"
"AR0059027040030","ARENA KIKKO PRO","KIKKO PRO SWIMSUIT CHALLENGE BACK","704","30","נשים","239.90","239.9","1","1","","","","","005902","בגדי ים","3468336857731","3468336857731"
"AR0059027040028","ARENA KIKKO PRO","KIKKO PRO SWIMSUIT CHALLENGE BACK","704","28","נשים","239.90","239.9","10","10","","","","","005902","בגדי ים","3468336857793","3468336857793"
"AR0059156500030","30SUIT CHALLENGE BAC","CHALLENGE BACK","650","30","נשים","239.90","239.9","4","4","","","","","005915","בגדי ים","3468336857830","3468336857830"
"AR0059379700036","OUCAN SWIMSUIT","SUPER FLY BACK","970","36","נשים","239.90","239.9","9","1","","8","","","005937","בגדי ים","3468336857915","3468336857915"
"AR0059156500028","28SUIT CHALLENGE BAC","CHALLENGE BACK","650","28","נשים","239.90","239.9","12","12","","","","","005915","בגדי ים","3468336857953","3468336857953"
"AR0059268100030","DE SWIMSUIT SUP","SUPER FLY BACK","810","30","נשים","239.00","239","8","8","","","","","005926","בגדי ים","3468336858011","3468336858011"
"AR0059005500012-13","KIKKO PRO SWIMS","KIKKO PRO SWIMSUIT SWIM TECH L","550","12-13","נערות","179.90","179.9","","","","","","","005900","בגדי ים","3468336858165","3468336858165"
"AR0059268100028","DE SWIMSUIT SUP","SUPER FLY BACK","810","28","נשים","239.00","239","7","","","7","","","005926","בגדי ים","3468336858172","3468336858172"
"AR00594250000105","105MEN'S ARENA KIKKO","MEN'S ARENA KIKKO PRO SWIM SHORT GRAPHIC","500","105","גברים","139.90","139.9","","","","","","","005942","בגדי ים","3468336858776","3468336858776"
"AR00598060000L","MEN'S BEACH BOX","מכנס ים גבר BEACH BOXER ALLOVER","600","L","גברים","179.90","179.9","","","","","","","005980","בגדי ים","3468336859629","3468336859629"
"AR00594250000100","100MEN'S ARENA KIKKO","MEN'S ARENA KIKKO PRO SWIM SHORT GRAPHIC","500","100","גברים","139.90","139.9","","","","","","","005942","בגדי ים","3468336859636","3468336859636"
"AR00598066000L","MEN'S BEACH BOX","מכנס ים גבר BEACH BOXER ALLOVER","660","L","גברים","179.90","179.9","","","","","","","005980","בגדי ים","3468336860274","3468336860274"
"AR0059425000075","75MEN'S ARENA KIKKO","MEN'S ARENA KIKKO PRO SWIM SHORT GRAPHIC","500","75","גברים","139.90","139.9","","","","","","","005942","בגדי ים","3468336860342","3468336860342"
"AR005980600002XL","MEN'S BEACH BOX","מכנס ים גבר BEACH BOXER ALLOVER","600","2XL","גברים","179.90","179.9","","","","","","","005980","בגדי ים","3468336860854","3468336860854"
"AR005980660002XL","MEN'S BEACH BOX","מכנס ים גבר BEACH BOXER ALLOVER","660","2XL","גברים","179.90","179.9","","","","","","","005980","בגדי ים","3468336861523","3468336861523"
"AR00594250000110","110MEN'S ARENA KIKKO","MEN'S ARENA KIKKO PRO SWIM SHORT GRAPHIC","500","110","גברים","139.90","139.9","","","","","","","005942","בגדי ים","3468336861981","3468336861981"
"AR00598060000XL","MEN'S BEACH BOX","מכנס ים גבר BEACH BOXER ALLOVER","600","XL","גברים","179.90","179.9","","","","","","","005980","בגדי ים","3468336862414","3468336862414"
"AR0059425000085","85MEN'S ARENA KIKKO","MEN'S ARENA KIKKO PRO SWIM SHORT GRAPHIC","500","85","גברים","139.90","139.9","","","","","","","005942","בגדי ים","3468336862865","3468336862865"
"AR00598066000XL","MEN'S BEACH BOX","מכנס ים גבר BEACH BOXER ALLOVER","660","XL","גברים","179.90","179.9","","","","","","","005980","בגדי ים","3468336863077","3468336863077"
"AR0059425000080","80MEN'S ARENA KIKKO","MEN'S ARENA KIKKO PRO SWIM SHORT GRAPHIC","500","80","גברים","139.90","139.9","","","","","","","005942","בגדי ים","3468336863725","3468336863725"
"AR00598060000S","MEN'S BEACH BOX","מכנס ים גבר BEACH BOXER ALLOVER","600","S","גברים","179.90","179.9","","","","","","","005980","בגדי ים","3468336864227","3468336864227"
"AR00598066000S","MEN'S BEACH BOX","מכנס ים גבר BEACH BOXER ALLOVER","660","S","גברים","179.90","179.9","","","","","","","005980","בגדי ים","3468336864951","3468336864951"
"AR0059425000095","95MEN'S ARENA KIKKO","MEN'S ARENA KIKKO PRO SWIM SHORT GRAPHIC","500","95","גברים","139.90","139.9","","","","","","","005942","בגדי ים","3468336865408","3468336865408"
"AR0059425000090","90MEN'S ARENA KIKKO","MEN'S ARENA KIKKO PRO SWIM SHORT GRAPHIC","500","90","גברים","139.90","139.9","","","","","","","005942","בגדי ים","3468336866252","3468336866252"
"AR00598060000M","MEN'S BEACH BOX","מכנס ים גבר BEACH BOXER ALLOVER","600","M","גברים","179.90","179.9","","","","","","","005980","בגדי ים","3468336867457","3468336867457"
"AR00598066000M","MEN'S BEACH BOX","מכנס ים גבר BEACH BOXER ALLOVER","660","M","גברים","179.90","179.9","","","","","","","005980","בגדי ים","3468336868218","3468336868218"
"AR0060507500042","IT FRANCY STRAP","בגד ים נשים FRANCY STRAP BACK PANEL","750","42","נשים","279.00","279","","","","","","","006050","בגדי ים","3468336868966","3468336868966"
"AR0060355500040","FT SWIMSUIT MIC","בגד ים נשים FT MICHELA LIGHTCROSS C CUP","550","40","נשים","289.90","289.9","","","","","","","006035","בגדי ים","3468336869284","3468336869284"
"AR0060355500038","FT SWIMSUIT MIC","בגד ים נשים FT MICHELA LIGHTCROSS C CUP","550","38","נשים","289.90","289.9","1","1","","","","","006035","בגדי ים","3468336869352","3468336869352"
"AR0060325100042","PAOLA WING BACK","בגד ים נשים PAOLA WING BACK","510","42","נשים","279.00","279","","","","","","","006032","בגדי ים","3468336869529","3468336869529"
"AR0060507500046","IT FRANCY STRAP","בגד ים נשים FRANCY STRAP BACK PANEL","750","46","נשים","279.00","279","","","","","","","006050","בגדי ים","3468336870228","3468336870228"
"AR0060355500044","FT SWIMSUIT MIC","בגד ים נשים FT MICHELA LIGHTCROSS C CUP","550","44","נשים","289.90","289.9","","","","","","","006035","בגדי ים","3468336870549","3468336870549"
