"מק""ט חלופי","תיאור פריט","דגם","צבע","מידה","מחלקה","מחיר מכירה","מחירון 1","סה""כ מלאי","ראשי","מכולה וינגייט","רמת גן","ספורט & מור רמלה","WIX","קוד דגם","קבוצה","פריט","ברקוד"
"5101482/TU","מגבת מיקרופייבר ארנה","מגבת מיקרופייבר ארנה גדולה- טורקיז","","Os","ציוד","139.00","139","","","","","","","5101482","676-ביגוד אירובי/כושר אר.איטליה","5101482000","5101482000"
"5101491/TU","מגבת מיקרופייבר ארנה","מגבת מיקרופייבר ארנה גדולה- ורודה","","Os","ציוד","129.90","129.9","","","","","","","5101491","617- אביזרים שונים. ארנה","5101491000","5101491000"
"5101493/TU","מגבת מיקרופייבר ארנה","מגבת מיקרופייבר ארנה גדולה-סגול","","Os","ציוד","139.00","139","","","","","","","5101493","676-ביגוד אירובי/כושר אר.איטליה","5101493000","5101493000"
"5103841/TU","מגבת ארנה HILTON RED","מגבת ארנה HILTON RED WHITE","","Os","ציוד","79.90","79.9","","","","","","","5103841","676-ביגוד אירובי/כושר אר.איטליה","5103841000","5103841000"
"5103871/TU","מגבת ארנה HILTON NAV","מגבת ארנה HILTON NAVY WHITE","","Os","ציוד","79.90","79.9","","","","","","","5103871","676-ביגוד אירובי/כושר אר.איטליה","5103871000","5103871000"
"5103872/TU","מגבת ארנה HILTON ROY","מגבת ארנה HILTON ROYAL WHITE","","Os","ציוד","79.90","79.9","","","","","","","5103872","676-ביגוד אירובי/כושר אר.איטליה","5103872000","5103872000"
"5103893/TU","מגבת ארנה HILTON ORC","מגבת ארנה HILTON ORCHID/PETAL/WHITE","","Os","ציוד","79.90","79.9","","","","","","","5103893","676-ביגוד אירובי/כושר אר.איטליה","5103893000","5103893000"
"0005115010060","M MANIFESTO LOW","M MANIFESTO LOW WAIST SHORT","","60","ביגוד","110.00","109.998","","","","","","","00051150100","635- מכנסון גבר ארנה איטליה","5115010060","5115010060"
"0005115010065","M MANIFESTO LOW","M MANIFESTO LOW WAIST SHORT","","65","ביגוד","110.00","109.998","","","","","","","00051150100","635- מכנסון גבר ארנה איטליה","5115010065","5115010065"
"0005115010070","M MANIFESTO LOW","M MANIFESTO LOW WAIST SHORT","","70","ביגוד","110.00","109.998","","","","","","","00051150100","635- מכנסון גבר ארנה איטליה","5115010070","5115010070"
"0005115010075","M MANIFESTO LOW","M MANIFESTO LOW WAIST SHORT","","75","ביגוד","110.00","109.998","","","","","","","00051150100","635- מכנסון גבר ארנה איטליה","5115010075","5115010075"
"0005115010080","M MANIFESTO LOW","M MANIFESTO LOW WAIST SHORT","","80","ביגוד","110.00","109.998","","","","","","","00051150100","635- מכנסון גבר ארנה איטליה","5115010080","5115010080"
"12002","דמבל נאופרן 1 ק""ג יח","","","","ציוד","16.00","16","-2","","","","","-2","","ציוד","6653612001","6653612001"
"12002","דמבל נאופרן 2 ק""ג יח","","","","ציוד","32.00","32.0001","-8","","","","","-8","","ציוד","6653612002","6653612002"
"12003","דמבל נאופרן 3 ק""ג יח","","","","ציוד","48.00","48.0024","-4","","","","","-4","","ציוד","6653612003","6653612003"
"12005","דמבל נאופרן 5 ק""ג יח","","","","ציוד","80.00","80.004","-2","","","","","-2","","ציוד","6653612005","6653612005"
"12010","דמבל נאופרן 10 ק""ג י","","","","ציוד","160.00","160.0021","-2","","","","","-2","","ציוד","6653612010","6653612010"
"12002","דמבל נאופרן 1.5 ק""ג","","","","ציוד","22.00","22","-4","","","","","-4","","ציוד","6653612015","6653612015"
"12395","גומי לטקס בינוני","","","","ציוד","25.00","25","-1","","","","","-1","","ציוד","6653612395","6653612395"
"12396","גומי לטקס חזק","","","","ציוד","25.00","25.0042","-4","","","","","-4","","ציוד","6653612396","6653612396"
"12413","גליל YORK","","","Os","ציוד","99.00","99","-20","-18","","","","-2","","ציוד יוגה ,פילאטיס וריקוד","6653612413","6653612413"
"12436","דלגית YORK","","","Os","ציוד","30.00","30","-22","-17","","","","-5","","[14000]אביזרי כושר שונים","6653612436","6653612436"
"0008125010028","W PWSKIN ST 2.0","W PWSKIN ST 2.0 FBSLOB LTD EDITION","","28","ביגוד","399.99","399.987","","","","","","","00081250100","672- ב.ים מקצועי נשים","8125010028","8125010028"
"0008125010030","W PWSKIN ST 2.0","W PWSKIN ST 2.0 FBSLOB LTD EDITION","","30","ביגוד","399.99","399.987","","","","","","","00081250100","672- ב.ים מקצועי נשים","8125010030","8125010030"
"0008125010032","W PWSKIN ST 2.0","W PWSKIN ST 2.0 FBSLOB LTD EDITION","","32","ביגוד","399.99","399.987","","","","","","","00081250100","672- ב.ים מקצועי נשים","8125010032","8125010032"
"0008125010034","W PWSKIN ST 2.0","W PWSKIN ST 2.0 FBSLOB LTD EDITION","","34","ביגוד","399.99","399.987","","","","","","","00081250100","672- ב.ים מקצועי נשים","8125010034","8125010034"
"0008125010036","W PWSKIN ST 2.0","W PWSKIN ST 2.0 FBSLOB LTD EDITION","","36","ביגוד","399.99","399.987","","","","","","","00081250100","672- ב.ים מקצועי נשים","8125010036","8125010036"
"0008125010038","W PWSKIN ST 2.0","W PWSKIN ST 2.0 FBSLOB LTD EDITION","","38","ביגוד","399.99","399.987","","","","","","","00081250100","672- ב.ים מקצועי נשים","8125010038","8125010038"
"0008127010028","W PWSKIN ST 2.0","W PWSKIN ST 2.0 FBSLOB LTD EDITION","","28","ביגוד","399.99","399.987","","","","","","","00081270100","672- ב.ים מקצועי נשים","8127010028","8127010028"
