"מק""ט חלופי","תיאור פריט","דגם","צבע","מידה","מחלקה","מחיר מכירה","מחירון 1","סה""כ מלאי","ראשי","מכולה וינגייט","רמת גן","ספורט & מור רמלה","WIX","קוד דגם","קבוצה","פריט","ברקוד"
"23563860014-15","נערות שלם CARTOON כח","נערות שלם CARTOON כחול","","14-15","ביגוד","179.90","179.9","","","","","","","2356386","642-ים ילדות ע.בכלור ארנה איטליה","3468334511437","3468334511437"
"235639210-11","נערות שלם CARTOON ור","נערות שלם CARTOON ורוד","","10-11","ביגוד","179.90","179.9","","","","","","","2356392","642-ים ילדות ע.בכלור ארנה איטליה","3468334511468","3468334511468"
"235639212-13","נערות שלם CARTOON ור","נערות שלם CARTOON ורוד","","12-13","ביגוד","179.90","179.9","","","","","","","2356392","642-ים ילדות ע.בכלור ארנה איטליה","3468334511475","3468334511475"
"23563920014-15","נערות שלם CARTOON ור","נערות שלם CARTOON ורוד","","14-15","ביגוד","179.90","179.9","","","","","","","2356392","642-ים ילדות ע.בכלור ארנה איטליה","3468334511482","3468334511482"
"9237773000","משקפת אקס לייט ילדים","משקפת שחייה ילדים X Lite Kids","73","Os","ציוד","49.90","49.9","","","","","","","92377","משקפות","3468334522228","3468334522228"
"9237796000","משקפת אקס לייט ילדים","משקפת שחייה ילדים X Lite Kids","96","Os","ציוד","49.90","49.9","","","","","","","92377","משקפות","3468334522235","3468334522235"
"9241417000","משקפת מסיכה אקסייט כ","משקפת מסיכה אקסייט כחול","","Os","ציוד","139.90","139.9","","","","","","","9241417","(14502)אביזרי שחיה","3468334522266","3468334522266"
"9241451000","משקפת מסיכה אקסייט א","משקפת מסיכה אקסייט אפור","","Os","ציוד","139.90","139.9","","","","","","","9241451","(14502)אביזרי שחיה","3468334522273","3468334522273"
"2354778006-7","נערות שלם PIXEL כחול","נערות שלם PIXEL כחול","","6-7","ביגוד","179.90","179.9","","","","","","","2354778","642-ים ילדות ע.בכלור ארנה איטליה","3468334526554","3468334526554"
"2354778008-9","נערות שלם PIXEL כחול","נערות שלם PIXEL כחול","","8-9","ביגוד","179.90","179.9","","","","","","","2354778","642-ים ילדות ע.בכלור ארנה איטליה","3468334526561","3468334526561"
"23547780014-15","נערות שלם PIXEL כחול","נערות שלם PIXEL כחול","","14-15","ביגוד","179.90","179.9","","","","","","","2354778","642-ים ילדות ע.בכלור ארנה איטליה","3468334526592","3468334526592"
"2355878006-7","נערות שלם STRAIGHT כ","נערות שלם STRAIGHT כחול","","6-7","ביגוד","159.90","159.9","","","","","","","2355878","642-ים ילדות ע.בכלור ארנה איטליה","3468334526608","3468334526608"
"2355878008-9","נערות שלם STRAIGHT כ","נערות שלם STRAIGHT כחול","","8-9","ביגוד","159.90","159.9","","","","","","","2355878","642-ים ילדות ע.בכלור ארנה איטליה","3468334526615","3468334526615"
"23558780014-15","נערות שלם STRAIGHT כ","נערות שלם STRAIGHT כחול","","14-15","ביגוד","159.90","159.9","","","","","","","2355878","642-ים ילדות ע.בכלור ארנה איטליה","3468334526646","3468334526646"
"9239056000","I-MAX PROשקוף/שחור","I-MAX PROשקוף/שחור","","Os","ציוד","119.90","119.9","","","","","","","9239056","(14502)אביזרי שחיה","3468334550580","3468334550580"
"AR9239565000","BUBBLE משקפת ילדים","משקפת ילדים BUBBLE","65","Os","ציוד","49.90","49.9","","","","","","","92395","משקפות","3468334550603","3468334550603"
"AR9239595000","BUBBLE משקפת ילדים","משקפת ילדים BUBBLE","95","Os","ציוד","49.90","49.9","3","","","","","3","92395","משקפות","3468334550610","3468334550610"
"86071730036","נשים שלם ARENA LOGO","נשים שלם ARENA LOGO כחול/צהוב","","36","ביגוד","249.90","249.9","","","","","","","8607173","622-ב.ים נשים ע.כלור ארנה איטליה","3468334624748","3468334624748"
"86071730038","נשים שלם ARENA LOGO","נשים שלם ARENA LOGO כחול/צהוב","","38","ביגוד","249.90","249.9","","","","","","","8607173","622-ב.ים נשים ע.כלור ארנה איטליה","3468334624755","3468334624755"
"86071730040","נשים שלם ARENA LOGO","נשים שלם ARENA LOGO כחול/צהוב","","40","ביגוד","249.90","249.9","","","","","","","8607173","622-ב.ים נשים ע.כלור ארנה איטליה","3468334624762","3468334624762"
"86071730042","נשים שלם ARENA LOGO","נשים שלם ARENA LOGO כחול/צהוב","","42","ביגוד","249.90","249.9","","","","","","","8607173","622-ב.ים נשים ע.כלור ארנה איטליה","3468334624779","3468334624779"
"86071730044","נשים שלם ARENA LOGO","נשים שלם ARENA LOGO כחול/צהוב","","44","ביגוד","249.90","249.9","","","","","","","8607173","622-ב.ים נשים ע.כלור ארנה איטליה","3468334624786","3468334624786"
"86071890036","נשים שלם ARENA LOGO","נשים שלם ARENA LOGO כחול","","36","ביגוד","249.90","249.9","","","","","","","8607189","622-ב.ים נשים ע.כלור ארנה איטליה","3468334624861","3468334624861"
"86071890038","נשים שלם ARENA LOGO","נשים שלם ARENA LOGO כחול","","38","ביגוד","249.90","249.9","","","","","","","8607189","622-ב.ים נשים ע.כלור ארנה איטליה","3468334624878","3468334624878"
"86071890040","נשים שלם ARENA LOGO","נשים שלם ARENA LOGO כחול","","40","ביגוד","249.90","249.9","","","","","","","8607189","622-ב.ים נשים ע.כלור ארנה איטליה","3468334624885","3468334624885"
"86071890042","נשים שלם ARENA LOGO","נשים שלם ARENA LOGO כחול","","42","ביגוד","249.90","249.9","","","","","","","8607189","622-ב.ים נשים ע.כלור ארנה איטליה","3468334624892","3468334624892"
"86071890044","נשים שלם ARENA LOGO","נשים שלם ARENA LOGO כחול","","44","ביגוד","249.90","249.9","","","","","","","8607189","622-ב.ים נשים ע.כלור ארנה איטליה","3468334624908","3468334624908"
"9501090000","PULL KICK קרש משולב","קרש אימונים משולב פולי PULL KICK","90","Os","ציוד","119.90","119.9","","","","","","","95010","ציוד אימונים","3468334669503","3468334669503"
"9235450000","משקפת קוברה מראה שח\","משקפת שחייה Cobra Mirror","50","Os","ציוד","139.00","139.0015","8","7","","1","","","92354","משקפות","3468334675368","3468334675368"
"22828540036","נשים שלם עמיד בכלור","נשים שלם עמיד בכלור שחור","","36","ביגוד","259.90","259.9","","","","","","","2282854","622-ב.ים נשים ע.כלור ארנה איטליה","3468334693003","3468334693003"
"22828540040","נשים שלם עמיד בכלור","נשים שלם עמיד בכלור שחור","","40","ביגוד","259.90","259.9","","","","","","","2282854","622-ב.ים נשים ע.כלור ארנה איטליה","3468334693027","3468334693027"
"22828540042","נשים שלם עמיד בכלור","נשים שלם עמיד בכלור שחור","","42","ביגוד","259.90","259.9","","","","","","","2282854","622-ב.ים נשים ע.כלור ארנה איטליה","3468334693034","3468334693034"
"22828540044","נשים שלם עמיד בכלור","נשים שלם עמיד בכלור שחור","","44","ביגוד","259.90","259.9","","","","","","","2282854","622-ב.ים נשים ע.כלור ארנה איטליה","3468334693041","3468334693041"
"22828760036","נשים שלם עמיד בכלור","נשים שלם עמיד בכלור כחול","","36","ביגוד","259.90","259.9","","","","","","","2282876","622-ב.ים נשים ע.כלור ארנה איטליה","3468334693126","3468334693126"
"22828760040","נשים שלם עמיד בכלור","נשים שלם עמיד בכלור כחול","","40","ביגוד","259.90","259.9","","","","","","","2282876","622-ב.ים נשים ע.כלור ארנה איטליה","3468334693140","3468334693140"
"22828760042","נשים שלם עמיד בכלור","נשים שלם עמיד בכלור כחול","","42","ביגוד","259.90","259.9","","","","","","","2282876","622-ב.ים נשים ע.כלור ארנה איטליה","3468334693157","3468334693157"
"22828760044","נשים שלם עמיד בכלור","נשים שלם עמיד בכלור כחול","","44","ביגוד","259.90","259.9","","","","","","","2282876","622-ב.ים נשים ע.כלור ארנה איטליה","3468334693164","3468334693164"
"22828990036","נשים שלם עמיד בכלור","נשים שלם עמיד בכלור ורוד","","36","ביגוד","259.90","259.9","","","","","","","2282899","622-ב.ים נשים ע.כלור ארנה איטליה","3468334693249","3468334693249"
"22828990040","נשים שלם עמיד בכלור","נשים שלם עמיד בכלור ורוד","","40","ביגוד","259.90","259.9","","","","","","","2282899","622-ב.ים נשים ע.כלור ארנה איטליה","3468334693263","3468334693263"
"22828990042","נשים שלם עמיד בכלור","נשים שלם עמיד בכלור ורוד","","42","ביגוד","259.90","259.9","","","","","","","2282899","622-ב.ים נשים ע.כלור ארנה איטליה","3468334693270","3468334693270"
"22828990044","נשים שלם עמיד בכלור","נשים שלם עמיד בכלור ורוד","","44","ביגוד","259.90","259.9","","","","","","","2282899","622-ב.ים נשים ע.כלור ארנה איטליה","3468334693287","3468334693287"
"9838956","משקפת מקצועית וייפר","משקפת מקצועית וייפר ירוק / מעושן","","Os","ציוד","199.00","199","","","","","","","9238956","(14502)אביזרי שחיה","3468334697261","3468334697261"
"AR9240456000","GOGGLE ZOOM X-FIT מש","משקפת ארנה GOGGLE ZOOM X-FIT","56","Os","ציוד","69.90","69.9","150","5","","","142","3","92404","משקפות","3468334697292","3468334697292"
"AR9240459000","GOGGLE ZOOM X-FIT מש","משקפת ארנה GOGGLE ZOOM X-FIT","59","Os","ציוד","69.90","69.9","287","8","","","280","-1","92404","משקפות","3468334697308","3468334697308"
"9240656000","משקפת FREESTYLE JR ש","משקפת FREESTYLE JR שחור","","Os","ציוד","69.90","69.9","","","","","","","9240656","(14502)אביזרי שחיה","3468334697322","3468334697322"
"9240670000","משקפת FREESTYLE JR כ","משקפת FREESTYLE JR כחול","","Os","ציוד","69.90","69.9","","","","","","","9240670","(14502)אביזרי שחיה","3468334697339","3468334697339"
"9240690000","משקפת FREESTYLE JR ו","משקפת FREESTYLE JR ורוד","","Os","ציוד","69.90","69.9","","","","","","","9240690","(14502)אביזרי שחיה","3468334697346","3468334697346"
"AR952509500M","Elite Hand Paddle כפ","כפות שחייה קלאסיות Elite Hand Paddle","95","M","ציוד","79.90","79.9","","","","","","","95250","ציוד אימונים","3468334697810","3468334697810"
"AR9525195000","Elite Finger Paddle","כפות חצי - אצבעות Elite Finger Paddle","95","Os","ציוד","59.90","59.9","","","","","","","95251","ציוד אימונים","3468334697834","3468334697834"
"9525750000","שנורקל SWIM ארנה שחו","שנורקל SWIM ארנה שחור","","Os","ציוד","99.90","99.9","","","","","","","9525750","(14520)צלילה","3468334697841","3468334697841"
"9525765000","שנורקל SWIM ארנה ליי","שנורקל SWIM ארנה ליים","","Os","ציוד","99.90","99.9","","","","","","","9525765","(14520)צלילה","3468334697858","3468334697858"
"9355251000","תיק גב ספייקי מקצועי","תיק גב ספייקי מקצועי שחור ארנה","","Os","ציוד","159.00","159","","","","","","","9355251","00113 תיקים","3468334722451","7297423599249"
"2149565006-7","סליפ ילד 2 צבעים אפו","סליפ ילד 2 צבעים אפור/ ירוק","","6-7","ביגוד","79.00","79","","","","","","","2149565","651-סליפ ילדים ארנה איטליה","3468334825633","3468334825633"
"2149565008-9","סליפ ילד 2 צבעים אפו","סליפ ילד 2 צבעים אפור/ ירוק","","8-9","ביגוד","79.00","79","","","","","","","2149565","651-סליפ ילדים ארנה איטליה","3468334825640","3468334825640"
"21495650010-11","סליפ ילד 2 צבעים אפו","סליפ ילד 2 צבעים אפור/ ירוק","","10-11","ביגוד","79.00","79","","","","","","","2149565","651-סליפ ילדים ארנה איטליה","3468334825657","3468334825657"
"21495650012-13","סליפ ילד 2 צבעים אפו","סליפ ילד 2 צבעים אפור/ ירוק","","12-13","ביגוד","79.00","79","","","","","","","2149565","651-סליפ ילדים ארנה איטליה","3468334825664","3468334825664"
