"מק""ט",תאור,ברקוד,תאור לועזי,סטטוס,טיפוס,לטיפול,יח' קניה/מכירה,משפחת מוצר/קוד מיון,תאור משפחה,פריט מרכז?,ספק מועדף,שם ספק,סרגל מידות,שם סרגל מידות,מחיר מקור לצרכן,מטבע המחירון,מחיר קניה,מטבע קניה,"מחיר בסיס כולל מע""מ",מחיר במחירון POS,"מחיר כולל מע""מ POS",פריט מקביל,מותג11,תאור פרמטר 11 למוצר,דיויזן12,תאור פרמטר 12 למוצר,מגדר13,תאור פרמטר 13 למוצר,עונה/שנה14,תאור פרמטר 14 למוצר,עונה15,תאור פרמטר 15 למוצר,ספורט ענף17,במחסן מחלקה19,קוד מיון אליטל,צבע,תאור צבע,סטטוס בפריוריטי
AR012411910,M ARENA WATER PRINTS BEACH BOXER,AR012411910,M ARENA WATER PRINTS BEACH BOXER,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,189,שח,9.609999999999999,EUR,223.02,160.17,189,012411910,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,910,STAPLER,חדש
AR012415200,W ARENA IRIDESCENT SWIMSUIT,AR012415200,W ARENA IRIDESCENT SWIMSUIT,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,339,שח,17.09,EUR,400.02,287.29,339,012415200,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,200,TAUPE ASTRALE,חדש
AR012415550,W ARENA IRIDESCENT SWIMSUIT,AR012415550,W ARENA IRIDESCENT SWIMSUIT,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,339,שח,17.09,EUR,400.02,287.29,339,012415550,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,550,GREY FAHARENHEIT,חדש
AR012416200,M ARENA SIDE TAPES BEACH L-SHORT,AR012416200,M ARENA SIDE TAPES BEACH L-SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,209,שח,10.68,EUR,246.62,177.12,209,012416200,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,200,DOVE,חדש
AR012416430,M ARENA SIDE TAPES BEACH L-SHORT,AR012416430,M ARENA SIDE TAPES BEACH L-SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,209,שח,10.68,EUR,246.62,177.12,209,012416430,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,430,INDIAN RED,חדש
AR012416600,M ARENA SIDE TAPES BEACH L-SHORT,AR012416600,M ARENA SIDE TAPES BEACH L-SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,209,שח,10.68,EUR,246.62,177.12,209,012416600,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,600,SAGE,חדש
AR012416700,M ARENA SIDE TAPES BEACH L-SHORT,AR012416700,M ARENA SIDE TAPES BEACH L-SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,209,שח,10.68,EUR,246.62,177.12,209,012416700,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,700,ROYAL,חדש
AR012419600,M ARENA SLIM FIT BEACH SHORT,AR012419600,M ARENA SLIM FIT BEACH SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,189,שח,9.609999999999999,EUR,223.02,160.17,189,012419600,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,600,SOFT GREEN-SOFT GREEN,חדש
AR012419700,M ARENA SLIM FIT BEACH SHORT,AR012419700,M ARENA SLIM FIT BEACH SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,189,שח,9.609999999999999,EUR,223.02,160.17,189,012419700,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,700,NAVY-NAVY,חדש
AR012419820,M ARENA SLIM FIT BEACH SHORT,AR012419820,M ARENA SLIM FIT BEACH SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,189,שח,9.609999999999999,EUR,223.02,160.17,189,012419820,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,820,STEEL BLUE-STEEL BLUE,חדש
AR012419900,M ARENA SLIM FIT BEACH SHORT,AR012419900,M ARENA SLIM FIT BEACH SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,189,שח,9.609999999999999,EUR,223.02,160.17,189,012419900,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,900,BRIGHT CORAL-BRIGHT CORAL,חדש
AR012420500,W ARENA BIKINI TRIANGLE TEXTURE,AR012420500,W ARENA BIKINI TRIANGLE TEXTURE,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,339,שח,17.09,EUR,400.02,287.29,339,012420500,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,500,BLACK,חדש
AR012420900,W ARENA BIKINI TRIANGLE TEXTURE,AR012420900,W ARENA BIKINI TRIANGLE TEXTURE,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,339,שח,17.09,EUR,400.02,287.29,339,012420900,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,900,CALYPSO CORAL,חדש
AR012421500,W ARENA TEXTURED MONOCROMO SWIMSUIT,AR012421500,W ARENA TEXTURED MONOCROMO SWIMSUIT,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,359,שח,18.16,EUR,423.62,304.24,359,012421500,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,500,BLACK,חדש
AR012421900,W ARENA TEXTURED MONOCROMO SWIMSUIT,AR012421900,W ARENA TEXTURED MONOCROMO SWIMSUIT,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,359,שח,18.16,EUR,423.62,304.24,359,012421900,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,900,CALYPSO CORAL,חדש
AR012422140,W ARENA WATER PRINTS SWIMSUIT,AR012422140,W ARENA WATER PRINTS SWIMSUIT,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,239,שח,11.75,EUR,282.02,202.54,239,012422140,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,140,INDIAN,חדש
AR012422510,W ARENA WATER PRINTS SWIMSUIT,AR012422510,W ARENA WATER PRINTS SWIMSUIT,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,239,שח,11.75,EUR,282.02,202.54,239,012422510,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,510,HEDGE,חדש
AR012422781,W ARENA WATER PRINTS SWIMSUIT,AR012422781,W ARENA WATER PRINTS SWIMSUIT,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,239,שח,11.75,EUR,282.02,202.54,239,012422781,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,781,SAVANA,חדש
AR012422860,W ARENA WATER PRINTS SWIMSUIT,AR012422860,W ARENA WATER PRINTS SWIMSUIT,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,239,שח,11.75,EUR,282.02,202.54,239,012422860,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,860,LEOPARD GREEN,חדש
AR012423250,W ARENA WATER PRINTS BIKINI BRALETTE NEW,AR012423250,W ARENA WATER PRINTS BIKINI BRALETTE NEW,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,239,שח,11.75,EUR,282.02,202.54,239,012423250,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,250,SAVANA DOTS,חדש
AR012423510,W ARENA WATER PRINTS BIKINI BRALETTE NEW,AR012423510,W ARENA WATER PRINTS BIKINI BRALETTE NEW,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,239,שח,11.75,EUR,282.02,202.54,239,012423510,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,510,HEDGE,חדש
AR012423610,W ARENA WATER PRINTS BIKINI BRALETTE NEW,AR012423610,W ARENA WATER PRINTS BIKINI BRALETTE NEW,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,239,שח,11.75,EUR,282.02,202.54,239,012423610,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,610,FOLIAGE,חדש
AR012423781,W ARENA WATER PRINTS BIKINI BRALETTE NEW,AR012423781,W ARENA WATER PRINTS BIKINI BRALETTE NEW,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,239,שח,11.75,EUR,282.02,202.54,239,012423781,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,781,SAVANA,חדש
AR012424250,M ARENA RIP STOP SIDE BAND BEACH SHORT,AR012424250,M ARENA RIP STOP SIDE BAND BEACH SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,179,שח,8.970000000000001,EUR,211.22,151.69,179,012424250,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,250,CAROB,חדש
AR012424600,M ARENA RIP STOP SIDE BAND BEACH SHORT,AR012424600,M ARENA RIP STOP SIDE BAND BEACH SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,179,שח,8.970000000000001,EUR,211.22,151.69,179,012424600,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,600,SAGE,חדש
AR012424820,M ARENA RIP STOP SIDE BAND BEACH SHORT,AR012424820,M ARENA RIP STOP SIDE BAND BEACH SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,179,שח,8.970000000000001,EUR,211.22,151.69,179,012424820,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,820,STEEL BLUE,חדש
AR012424910,M ARENA RIP STOP SIDE BAND BEACH SHORT,AR012424910,M ARENA RIP STOP SIDE BAND BEACH SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,179,שח,8.970000000000001,EUR,211.22,151.69,179,012424910,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,910,MIDNIGHT BLUE,חדש
AR012425250,W ARENA WATER PRINTS BIKINI BANDEAU NEW,AR012425250,W ARENA WATER PRINTS BIKINI BANDEAU NEW,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,209,שח,10.68,EUR,246.62,177.12,209,012425250,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,250,SAVANA DOTS,חדש
AR012425340,W ARENA WATER PRINTS BIKINI BANDEAU NEW,AR012425340,W ARENA WATER PRINTS BIKINI BANDEAU NEW,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,209,שח,10.68,EUR,246.62,177.12,209,012425340,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,340,TROPIC,חדש
AR012425710,W ARENA WATER PRINTS BIKINI BANDEAU NEW,AR012425710,W ARENA WATER PRINTS BIKINI BANDEAU NEW,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,209,שח,10.68,EUR,246.62,177.12,209,012425710,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,710,IRIS,חדש
AR012425860,W ARENA WATER PRINTS BIKINI BANDEAU NEW,AR012425860,W ARENA WATER PRINTS BIKINI BANDEAU NEW,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,209,שח,10.68,EUR,246.62,177.12,209,012425860,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,860,LEOPARD GREEN,חדש
AR012426150,W ARENA BOLD LINES BIKINI BRASSIERE,AR012426150,W ARENA BOLD LINES BIKINI BRASSIERE,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,249,שח,12.39,EUR,293.82,211.02,249,012426150,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,150,WHITE-BLACK,חדש
AR012426230,W ARENA BOLD LINES BIKINI BRASSIERE,AR012426230,W ARENA BOLD LINES BIKINI BRASSIERE,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,249,שח,12.39,EUR,293.82,211.02,249,012426230,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,230,DOVE-PESCA,חדש
AR012426710,W ARENA BOLD LINES BIKINI BRASSIERE,AR012426710,W ARENA BOLD LINES BIKINI BRASSIERE,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,249,שח,12.39,EUR,293.82,211.02,249,012426710,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,710,GLOBE-WHITE,חדש
AR012427230,W ARENA BOLD LINES BIKINI TRIANGLE,AR012427230,W ARENA BOLD LINES BIKINI TRIANGLE,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,249,שח,12.39,EUR,293.82,211.02,249,012427230,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,230,DOVE-PESCA,חדש
AR012427510,W ARENA BOLD LINES BIKINI TRIANGLE,AR012427510,W ARENA BOLD LINES BIKINI TRIANGLE,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,249,שח,12.39,EUR,293.82,211.02,249,012427510,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,510,BLACK-WHITE,חדש
AR012427710,W ARENA BOLD LINES BIKINI TRIANGLE,AR012427710,W ARENA BOLD LINES BIKINI TRIANGLE,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,249,שח,12.39,EUR,293.82,211.02,249,012427710,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,710,GLOBE-WHITE,חדש
AR012428700,W ARENA MONOCROMO BIKINI TRIANGLE,AR012428700,W ARENA MONOCROMO BIKINI TRIANGLE,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,259,שח,12.82,EUR,305.62,219.49,259,012428700,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,700,DARK NAVY,חדש
AR012428900,W ARENA MONOCROMO BIKINI TRIANGLE,AR012428900,W ARENA MONOCROMO BIKINI TRIANGLE,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,259,שח,12.82,EUR,305.62,219.49,259,012428900,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,900,SANGRIA,חדש
AR012429470,M ARENA SIDE PANELS LOGO BEACH BOXER,AR012429470,M ARENA SIDE PANELS LOGO BEACH BOXER,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,179,שח,8.970000000000001,EUR,211.22,151.69,179,012429470,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,470,INDIAN RED-GLASS WHITE,חדש
AR012429510,M ARENA SIDE PANELS LOGO BEACH BOXER,AR012429510,M ARENA SIDE PANELS LOGO BEACH BOXER,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,179,שח,8.970000000000001,EUR,211.22,151.69,179,012429510,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,510,BLACK-GLASS WHITE,חדש
AR012429760,M ARENA SIDE PANELS LOGO BEACH BOXER,AR012429760,M ARENA SIDE PANELS LOGO BEACH BOXER,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,179,שח,8.970000000000001,EUR,211.22,151.69,179,012429760,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,760,ROYAL-GLASS WHITE,חדש
AR012429780,M ARENA SIDE PANELS LOGO BEACH BOXER,AR012429780,M ARENA SIDE PANELS LOGO BEACH BOXER,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,179,שח,8.970000000000001,EUR,211.22,151.69,179,012429780,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,780,NAVY-GLASS WHITE,חדש
AR012429810,M ARENA SIDE PANELS LOGO BEACH BOXER,AR012429810,M ARENA SIDE PANELS LOGO BEACH BOXER,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,179,שח,8.970000000000001,EUR,211.22,151.69,179,012429810,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,810,TURQUOISE-GLASS WHITE,חדש
AR012430300,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,AR012430300,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,159,שח,8.119999999999999,EUR,187.62,134.75,159,012430300,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,300,CARROT,חדש
AR012430430,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,AR012430430,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,159,שח,8.119999999999999,EUR,187.62,134.75,159,012430430,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,430,INDIAN RED,חדש
AR012430500,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,AR012430500,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,159,שח,8.119999999999999,EUR,187.62,134.75,159,012430500,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,500,BLACK,חדש
AR012430600,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,AR012430600,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,159,שח,8.119999999999999,EUR,187.62,134.75,159,012430600,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,600,SAGE,חדש
AR012430610,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,AR012430610,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,159,שח,8.119999999999999,EUR,187.62,134.75,159,012430610,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,610,VERBENA,חדש
AR012430640,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,AR012430640,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,159,שח,8.119999999999999,EUR,187.62,134.75,159,012430640,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,640,LIMEADE,חדש
AR012430700,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,AR012430700,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,159,שח,8.119999999999999,EUR,187.62,134.75,159,012430700,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,700,NAVY,חדש
AR012430800,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,AR012430800,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,159,שח,8.119999999999999,EUR,187.62,134.75,159,012430800,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,800,ROYAL,חדש
AR012430810,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,AR012430810,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,159,שח,8.119999999999999,EUR,187.62,134.75,159,012430810,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,810,TURQUOISE,חדש
AR012431110,M SEERSUCKER CHECK SHORT,AR012431110,M SEERSUCKER CHECK SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,159,שח,8.119999999999999,EUR,187.62,134.75,159,012431110,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,110,CHECK GLASS WHITE,חדש
AR012431430,M SEERSUCKER CHECK SHORT,AR012431430,M SEERSUCKER CHECK SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,159,שח,8.119999999999999,EUR,187.62,134.75,159,012431430,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,430,CHECK INDIAN RED,חדש
AR012431690,M SEERSUCKER CHECK SHORT,AR012431690,M SEERSUCKER CHECK SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,159,שח,8.119999999999999,EUR,187.62,134.75,159,012431690,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,690,CHECK ASH GREEN,חדש
AR012431700,M SEERSUCKER CHECK SHORT,AR012431700,M SEERSUCKER CHECK SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,159,שח,8.119999999999999,EUR,187.62,134.75,159,012431700,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,700,CHECK NAVY,חדש
AR012431820,M SEERSUCKER CHECK SHORT,AR012431820,M SEERSUCKER CHECK SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,159,שח,8.119999999999999,EUR,187.62,134.75,159,012431820,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,820,CHECK STEEL BLUE,חדש
AR012433110,M ARENA BYWAYX II L-SHORT,AR012433110,M ARENA BYWAYX II L-SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,149,שח,7.48,EUR,175.82,126.27,149,012433110,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,110,GLASS WHITE,חדש
AR012433430,M ARENA BYWAYX II L-SHORT,AR012433430,M ARENA BYWAYX II L-SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,149,שח,7.48,EUR,175.82,126.27,149,012433430,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,430,INDIAN RED,חדש
