"מק""ט",תאור,ברקוד,תאור לועזי,סטטוס,טיפוס,לטיפול,יח' קניה/מכירה,משפחת מוצר/קוד מיון,תאור משפחה,פריט מרכז?,ספק מועדף,שם ספק,סרגל מידות,שם סרגל מידות,מחיר מקור לצרכן,מטבע המחירון,מחיר קניה,מטבע קניה,"מחיר בסיס כולל מע""מ",מחיר במחירון POS,"מחיר כולל מע""מ POS",פריט מקביל,מותג11,תאור פרמטר 11 למוצר,דיויזן12,תאור פרמטר 12 למוצר,מגדר13,תאור פרמטר 13 למוצר,עונה/שנה14,תאור פרמטר 14 למוצר,עונה15,תאור פרמטר 15 למוצר,ספורט ענף17,במחסן מחלקה19,קוד מיון אליטל,צבע,תאור צבע,סטטוס בפריוריטי
AR004918800,JR TEAM T-SHIRT PANEL,AR004918800,JR TEAM T-SHIRT PANEL,פעיל,R,revital_m,יח',00616,ביגוד אימונים ארנה,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,99,שח,5.15,EUR,116.82,83.90000000000001,99,004918800,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,800,ROYAL,חדש
AR004919400,JR TEAM HOODED SWEAT PANEL,AR004919400,JR TEAM HOODED SWEAT PANEL,פעיל,R,revital_m,יח',00616,ביגוד אימונים ארנה,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,239,שח,11.86,EUR,282.02,202.54,239,004919400,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,400,RED,חדש
AR004919500,JR TEAM HOODED SWEAT PANEL,AR004919500,JR TEAM HOODED SWEAT PANEL,פעיל,R,revital_m,יח',00616,ביגוד אימונים ארנה,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,239,שח,11.86,EUR,282.02,202.54,239,004919500,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,500,BLACK,חדש
AR004919700,JR TEAM HOODED SWEAT PANEL,AR004919700,JR TEAM HOODED SWEAT PANEL,פעיל,R,revital_m,יח',00616,ביגוד אימונים ארנה,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,239,שח,11.86,EUR,282.02,202.54,239,004919700,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,700,NAVY,חדש
AR004919800,JR TEAM HOODED SWEAT PANEL,AR004919800,JR TEAM HOODED SWEAT PANEL,פעיל,R,revital_m,יח',00616,ביגוד אימונים ארנה,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,239,שח,11.86,EUR,282.02,202.54,239,004919800,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,800,ROYAL,חדש
AR004920500,JR TEAM BERMUDA PANEL,AR004920500,JR TEAM BERMUDA PANEL,פעיל,R,revital_m,יח',00618,618-ביגוד קבוצות נוער ארנה,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,159,שח,7.83,EUR,187.62,134.75,159,004920500,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,500,BLACK,חדש
AR004920700,JR TEAM BERMUDA PANEL,AR004920700,JR TEAM BERMUDA PANEL,פעיל,R,revital_m,יח',00618,618-ביגוד קבוצות נוער ארנה,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,159,שח,7.83,EUR,187.62,134.75,159,004920700,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,700,NAVY,חדש
AR004920800,JR TEAM BERMUDA PANEL,AR004920800,JR TEAM BERMUDA PANEL,פעיל,R,revital_m,יח',00618,618-ביגוד קבוצות נוער ארנה,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,160,שח,7.79,EUR,188.8,135.59,160,004920800,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,800,ROYAL,קיים
AR004921500,JR TEAM JACKET PANEL KNITTED POLY,AR004921500,JR TEAM JACKET PANEL KNITTED POLY,פעיל,R,revital_m,יח',00616,ביגוד אימונים ארנה,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,219,שח,11.19,EUR,258.42,185.59,219,004921500,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,500,BLACK,חדש
AR004921700,JR TEAM JACKET PANEL KNITTED POLY,AR004921700,JR TEAM JACKET PANEL KNITTED POLY,פעיל,R,revital_m,יח',00616,ביגוד אימונים ארנה,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,219,שח,11.19,EUR,258.42,185.59,219,004921700,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,700,NAVY,חדש
AR004921800,JR TEAM JACKET PANEL KNITTED POLY,AR004921800,JR TEAM JACKET PANEL KNITTED POLY,פעיל,R,revital_m,יח',00616,ביגוד אימונים ארנה,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,219,שח,11.19,EUR,258.42,185.59,219,004921800,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,800,ROYAL,חדש
AR004922500,JR TEAM PANT SOLID KNITTED POLY,AR004922500,JR TEAM PANT SOLID KNITTED POLY,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,169,שח,8.5,EUR,199.42,143.22,169,004922500,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,500,BLACK,חדש
AR004922700,JR TEAM PANT SOLID KNITTED POLY,AR004922700,JR TEAM PANT SOLID KNITTED POLY,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,169,שח,8.5,EUR,199.42,143.22,169,004922700,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,700,NAVY,חדש
AR004922800,JR TEAM PANT SOLID KNITTED POLY,AR004922800,JR TEAM PANT SOLID KNITTED POLY,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,169,שח,8.5,EUR,199.42,143.22,169,004922800,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,800,ROYAL,חדש
AR005036401,WOMEN'S ARENA ICONS SUPER FLY BACK SOLID,AR005036401,WOMEN'S ARENA ICONS SUPER FLY BACK SOLID,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,229,שח,11.64,EUR,270.22,194.07,229,005036401,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,401,RED-WHITE,חדש
AR005036510,WOMEN'S ARENA ICONS SUPER FLY BACK SOLID,AR005036510,WOMEN'S ARENA ICONS SUPER FLY BACK SOLID,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,229,שח,11.64,EUR,270.22,194.07,229,005036510,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,510,BLACK-WHITE,חדש
AR005036702,WOMEN'S ARENA ICONS SUPER FLY BACK SOLID,AR005036702,WOMEN'S ARENA ICONS SUPER FLY BACK SOLID,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,229,שח,11.64,EUR,270.22,194.07,229,005036702,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,702,ROYAL-WHITE,חדש
AR005036710,WOMEN'S ARENA ICONS SUPER FLY BACK SOLID,AR005036710,WOMEN'S ARENA ICONS SUPER FLY BACK SOLID,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,229,שח,11.64,EUR,270.22,194.07,229,005036710,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,710,NAVY-WHITE,חדש
AR005045401,MEN'S ARENA ICONS SWIM BRIEFS SOLID,AR005045401,MEN'S ARENA ICONS SWIM BRIEFS SOLID,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,169,שח,8.5,EUR,199.42,143.22,169,005045401,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,401,RED-WHITE,חדש
AR005045510,MEN'S ARENA ICONS SWIM BRIEFS SOLID,AR005045510,MEN'S ARENA ICONS SWIM BRIEFS SOLID,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,169,שח,8.5,EUR,199.42,143.22,169,005045510,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,510,BLACK-WHITE,חדש
AR005045702,MEN'S ARENA ICONS SWIM BRIEFS SOLID,AR005045702,MEN'S ARENA ICONS SWIM BRIEFS SOLID,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,169,שח,8.5,EUR,199.42,143.22,169,005045702,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,702,ROYAL-WHITE,חדש
AR005045710,MEN'S ARENA ICONS SWIM BRIEFS SOLID,AR005045710,MEN'S ARENA ICONS SWIM BRIEFS SOLID,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,169,שח,8.5,EUR,199.42,143.22,169,005045710,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,710,NAVY-WHITE,חדש
AR005244310,MEN'S SWIM BRIEFS ALLOVER,AR005244310,MEN'S SWIM BRIEFS ALLOVER,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,149,שח,7.48,EUR,175.82,126.27,149,005244310,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,310,BLUE REEF,חדש
AR005244410,MEN'S SWIM BRIEFS ALLOVER,AR005244410,MEN'S SWIM BRIEFS ALLOVER,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,149,שח,7.48,EUR,175.82,126.27,149,005244410,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,410,GLITTER PALMS,חדש
AR005244440,MEN'S SWIM BRIEFS ALLOVER,AR005244440,MEN'S SWIM BRIEFS ALLOVER,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,149,שח,7.48,EUR,175.82,126.27,149,005244440,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,440,MICROHOUSE,חדש
AR005244510,MEN'S SWIM BRIEFS ALLOVER,AR005244510,MEN'S SWIM BRIEFS ALLOVER,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,149,שח,7.48,EUR,175.82,126.27,149,005244510,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,510,MULTI PALM,חדש
AR005244625,MEN'S SWIM BRIEFS ALLOVER,AR005244625,MEN'S SWIM BRIEFS ALLOVER,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,149,שח,7.48,EUR,175.82,126.27,149,005244625,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,625,TROPIC,חדש
AR005244690,MEN'S SWIM BRIEFS ALLOVER,AR005244690,MEN'S SWIM BRIEFS ALLOVER,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,149,שח,7.48,EUR,175.82,126.27,149,005244690,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,690,SHEEP,חדש
AR005244701,MEN'S SWIM BRIEFS ALLOVER,AR005244701,MEN'S SWIM BRIEFS ALLOVER,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,149,שח,7.48,EUR,175.82,126.27,149,005244701,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,701,HEDGE,חדש
AR005244790,MEN'S SWIM BRIEFS ALLOVER,AR005244790,MEN'S SWIM BRIEFS ALLOVER,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,149,שח,7.48,EUR,175.82,126.27,149,005244790,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,790,DAISY,חדש
AR005290203,ARENA 365 GOGGLES,AR005290203,ARENA 365 GOGGLES,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,79,שח,4.03,EUR,93.22,66.95,79,005290203,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,203,SMOKE-DEEP_GREEN-BLACK,חדש
AR005290204,ARENA 365 GOGGLES,AR005290204,ARENA 365 GOGGLES,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,79,שח,4.03,EUR,93.22,66.95,79,005290204,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,204,SMOKE-LIME-BLACK,חדש
AR005290206,ARENA 365 GOGGLES,AR005290206,ARENA 365 GOGGLES,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,79,שח,4.03,EUR,93.22,66.95,79,005290206,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,206,LIGHT_BLUE-BLUE-BLUE,חדש
AR005290211,ARENA 365 GOGGLES,AR005290211,ARENA 365 GOGGLES,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,79,שח,4.03,EUR,93.22,66.95,79,005290211,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,211,CLEAR - BLACK - BLACK,חדש
AR005290212,ARENA 365 GOGGLES,AR005290212,ARENA 365 GOGGLES,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,79,שח,4.03,EUR,93.22,66.95,79,005290212,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,212,CLEAR - GREY_BLUE - CLEAR,חדש
AR005290213,ARENA 365 GOGGLES,AR005290213,ARENA 365 GOGGLES,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,79,שח,4.03,EUR,93.22,66.95,79,005290213,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,213,SMOKE - WHITE - CLEAR,חדש
AR005293100,ARENA WATERSHOES,AR005293100,ARENA WATERSHOES,פעיל,R,revital_m,יח',00612,הנעלה/כפכפים ארנה,Y,3100310055,ARENA ITALIA SPA,4,יורו ילדים 50<27,109,שח,5.6,EUR,128.62,92.37,109,005293100,40029,ארנה,11,הנעלה,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,100,DARK_GREY-LIME,חדש
AR005293200,ARENA WATERSHOES,AR005293200,ARENA WATERSHOES,פעיל,R,revital_m,יח',00612,הנעלה/כפכפים ארנה,Y,3100310055,ARENA ITALIA SPA,4,יורו ילדים 50<27,109,שח,5.6,EUR,128.62,92.37,109,005293200,40029,ארנה,11,הנעלה,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,200,DARK_GREY-PINK,חדש
AR005293300,ARENA WATERSHOES,AR005293300,ARENA WATERSHOES,פעיל,R,revital_m,יח',00612,הנעלה/כפכפים ארנה,Y,3100310055,ARENA ITALIA SPA,4,יורו ילדים 50<27,109,שח,5.6,EUR,128.62,92.37,109,005293300,40029,ארנה,11,הנעלה,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,300,DARK_GREY-GREY,חדש
AR005294100,ARENA WATERSHOES JR,AR005294100,ARENA WATERSHOES JR,פעיל,R,revital_m,יח',00612,הנעלה/כפכפים ארנה,Y,3100310055,ARENA ITALIA SPA,4,יורו ילדים 50<27,99,שח,5.15,EUR,116.82,83.90000000000001,99,005294100,40029,ארנה,11,הנעלה,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,100,DARK_GREY-LIME,חדש
AR005350500,JR TEAM PANT SOLID,AR005350500,JR TEAM PANT SOLID,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,209,שח,10.74,EUR,246.62,177.12,209,005350500,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,500,BLACK,חדש
AR005350550,JR TEAM PANT SOLID,AR005350550,JR TEAM PANT SOLID,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,209,שח,10.74,EUR,246.62,177.12,209,005350550,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,550,MEDIUM GREY HEATHER,חדש
AR005350700,JR TEAM PANT SOLID,AR005350700,JR TEAM PANT SOLID,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,209,שח,10.74,EUR,246.62,177.12,209,005350700,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,700,NAVY,חדש
AR005371101,AQUAFORCE WAVE CAP,AR005371101,AQUAFORCE WAVE CAP,פעיל,R,revital_m,יח',00610,כובעי שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,279,שח,14.1,EUR,329.22,236.44,279,005371101,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,101,WHITE-BLACK,חדש
AR005371501,AQUAFORCE WAVE CAP,AR005371501,AQUAFORCE WAVE CAP,פעיל,R,revital_m,יח',00610,כובעי שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,279,שח,14.1,EUR,329.22,236.44,279,005371501,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,501,BLACK-WHITE,חדש
AR005371701,AQUAFORCE WAVE CAP,AR005371701,AQUAFORCE WAVE CAP,פעיל,R,revital_m,יח',00610,כובעי שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,279,שח,14.1,EUR,329.22,236.44,279,005371701,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,701,NAVY-WHITE,חדש
AR005381100,AIR JR,AR005381100,AIR JR,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,79,שח,4.03,EUR,93.22,66.95,79,005381100,40029,ארנה,14,ציוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,100,BLUE-BLUE,חדש
AR005381101,AIR JR,AR005381101,AIR JR,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,79,שח,4.03,EUR,93.22,66.95,79,005381101,40029,ארנה,14,ציוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,101,SMOKE-BLACK,חדש
AR005381102,AIR JR,AR005381102,AIR JR,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,79,שח,4.03,EUR,93.22,66.95,79,005381102,40029,ארנה,14,ציוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,102,CLEAR-PINK,חדש
AR005428100,OPEN WATER BUOY,AR005428100,OPEN WATER BUOY,פעיל,R,revital_m,יח',00611,ציוד אימונים ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,199,שח,9.91,EUR,234.82,168.64,199,005428100,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,100,ORANGE-YELLOW,קיים
AR005465100,ARENA FINS KIDS/JR,AR005465100,ARENA FINS KIDS/JR,פעיל,R,revital_m,יח',00611,ציוד אימונים ארנה,Y,3100310055,ARENA ITALIA SPA,29,ארנה אביזרים2,129,שח,6.71,EUR,152.22,109.32,129,005465100,40029,ארנה,14,ציוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,100,SKY,חדש
AR005465200,ARENA FINS KIDS/JR,AR005465200,ARENA FINS KIDS/JR,פעיל,R,revital_m,יח',00611,ציוד אימונים ארנה,Y,3100310055,ARENA ITALIA SPA,29,ארנה אביזרים2,129,שח,6.71,EUR,152.22,109.32,129,005465200,40029,ארנה,14,ציוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,200,PINK,חדש
AR005572109,HD CAP,AR005572109,HD CAP,פעיל,R,revital_m,יח',00610,כובעי שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,89,שח,4.25,EUR,105.02,75.42,89,005572109,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,109,ASSORTMENT,חדש
AR005572280,HD CAP,AR005572280,HD CAP,פעיל,R,revital_m,יח',00610,כובעי שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,89,שח,4.25,EUR,105.02,75.42,89,005572280,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,280,GEOMETRIC,חדש
AR005572281,HD CAP,AR005572281,HD CAP,פעיל,R,revital_m,יח',00610,כובעי שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,89,שח,4.25,EUR,105.02,75.42,89,005572281,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,281,OLD_SCHOOL,חדש
AR005755550,GIRL'S TEAM SWIMSUIT SWIM PRO SOLID L,AR005755550,GIRL'S TEAM SWIMSUIT SWIM PRO SOLID L,פעיל,R,revital_m,יח',00605,בגדי ים בנות ארנה,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,139,שח,6.94,EUR,164.02,117.8,139,005755550,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,550,BLACK-WHITE,חדש
AR005755750,GIRL'S TEAM SWIMSUIT SWIM PRO SOLID L,AR005755750,GIRL'S TEAM SWIMSUIT SWIM PRO SOLID L,פעיל,R,revital_m,יח',00605,בגדי ים בנות ארנה,Y,3100310055,ARENA ITALIA SPA,24,ארנה פעוטות 0<4-5,139,שח,6.94,EUR,164.02,117.8,139,005755750,40029,ארנה,12,ביגוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,750,NAVY-WHITE,חדש
AR005803550,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID L,AR005803550,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID L,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,189,שח,9.4,EUR,223.02,160.17,189,005803550,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,550,BLACK-WHITE,חדש
AR005803720,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID L,AR005803720,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID L,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,189,שח,9.4,EUR,223.02,160.17,189,005803720,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,720,ROYAL-WHITE,חדש
AR005803750,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID L,AR005803750,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID L,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,189,שח,9.4,EUR,223.02,160.17,189,005803750,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,750,NAVY-WHITE,חדש
AR005909300,W ARENA SOLID SWIMSUIT LIGHTDROP BACK B,AR005909300,W ARENA SOLID SWIMSUIT LIGHTDROP BACK B,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,149,שח,7.39,EUR,175.82,126.27,149,005909300,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,300,TEAM ORANGE,חדש
