משפחה,ספק מועדף,מקט ספק פרמטר 4,מקט,תיאור פריט,תיאור פריט,צבע,מותג,דויזן,מגדר,עונה/שנה,עונה,מאפיין,ענף ספורט end use,רויאלטיז,מחלקה במחסן,מגה תת קבוצה,סרגל,,מחיר בסיס/מחיר צרכן קטלוגי,סוג חלוקה,מחיר קנייה EUR,קוד מטבע,תקן עלות ₪,קוד מיון אליטל,מחירון 1/סיטונאי קטלוגי,מחירון 2/סיטונאי נטו,מחירון 3/צרכן רשת,מחירון 4/ סיטונאי MGS
00601,3100310055,011640100,AR011640100,W ARENA WAVE SWIMSUIT LIGHTDROP BACK,W ARENA WAVE SWIMSUIT LIGHTDROP BACK,100,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,279,,13.88,EUR,,UNIT,140,,279,
00601,3100310055,011640200,AR011640200,W ARENA WAVE SWIMSUIT LIGHTDROP BACK,W ARENA WAVE SWIMSUIT LIGHTDROP BACK,200,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,279,,13.88,EUR,,UNIT,140,,279,
00601,3100310055,011640417,AR011640417,W ARENA WAVE SWIMSUIT LIGHTDROP BACK,W ARENA WAVE SWIMSUIT LIGHTDROP BACK,417,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,279,,13.88,EUR,,UNIT,140,,279,
00601,3100310055,011640500,AR011640500,W ARENA WAVE SWIMSUIT LIGHTDROP BACK,W ARENA WAVE SWIMSUIT LIGHTDROP BACK,500,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,279,,13.88,EUR,,UNIT,140,,279,
00603,3100310055,011643100,AR011643100,M ARENA WAVE SWIM JAMMER,M ARENA WAVE SWIM JAMMER,100,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,229,,11.64,EUR,,UNIT,114,,229,
00603,3100310055,011643200,AR011643200,M ARENA WAVE SWIM JAMMER,M ARENA WAVE SWIM JAMMER,200,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,229,,11.64,EUR,,UNIT,114,,229,
00603,3100310055,011643500,AR011643500,M ARENA WAVE SWIM JAMMER,M ARENA WAVE SWIM JAMMER,500,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,229,,11.64,EUR,,UNIT,114,,229,
00603,3100310055,011643700,AR011643700,M ARENA WAVE SWIM JAMMER,M ARENA WAVE SWIM JAMMER,700,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,229,,11.64,EUR,,UNIT,114,,229,
00602,3100310055,011647100,AR011647100,M ARENA WAVE SWIM BRIEFS,M ARENA WAVE SWIM BRIEFS,100,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,189,,9.4,EUR,,UNIT,94,,189,
00602,3100310055,011647200,AR011647200,M ARENA WAVE SWIM BRIEFS,M ARENA WAVE SWIM BRIEFS,200,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,189,,9.4,EUR,,UNIT,94,,189,
00602,3100310055,011647500,AR011647500,M ARENA WAVE SWIM BRIEFS,M ARENA WAVE SWIM BRIEFS,500,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,189,,9.4,EUR,,UNIT,94,,189,
00602,3100310055,011647700,AR011647700,M ARENA WAVE SWIM BRIEFS,M ARENA WAVE SWIM BRIEFS,700,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,189,,9.4,EUR,,UNIT,94,,189,
00601,3100310055,011695550,AR011695550,W ARENA DUOGRAF SWIMSUIT V BACK,W ARENA DUOGRAF SWIMSUIT V BACK,550,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,189,,9.4,EUR,,UNIT,94,,189,
00601,3100310055,011695890,AR011695890,W ARENA DUOGRAF SWIMSUIT V BACK,W ARENA DUOGRAF SWIMSUIT V BACK,890,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,189,,9.4,EUR,,UNIT,94,,189,
00601,3100310055,011710500,AR011710500,W ARENA SWIMSUIT CONTROL PRO BACK SOLID,W ARENA SWIMSUIT CONTROL PRO BACK SOLID,500,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,189,,9.4,EUR,,UNIT,94,,189,
00601,3100310055,011710600,AR011710600,W ARENA SWIMSUIT CONTROL PRO BACK SOLID,W ARENA SWIMSUIT CONTROL PRO BACK SOLID,600,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,189,,9.4,EUR,,UNIT,94,,189,
00601,3100310055,011710700,AR011710700,W ARENA SWIMSUIT CONTROL PRO BACK SOLID,W ARENA SWIMSUIT CONTROL PRO BACK SOLID,700,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,189,,9.4,EUR,,UNIT,94,,189,
00601,3100310055,011712550,AR011712550,W ARENA MONOGLOW SWIMSUIT ONE PIECE,W ARENA MONOGLOW SWIMSUIT ONE PIECE,550,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,259,,12.98,EUR,,UNIT,130,,259,
00601,3100310055,011718200,AR011718200,W ARENA MESH SWIMSUIT CROSS BACK,W ARENA MESH SWIMSUIT CROSS BACK,200,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,299,,15.22,EUR,,UNIT,150,,299,
00601,3100310055,011718500,AR011718500,W ARENA MESH SWIMSUIT CROSS BACK,W ARENA MESH SWIMSUIT CROSS BACK,500,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,299,,15.22,EUR,,UNIT,150,,299,
00602,3100310055,011730550,AR011730550,M ARENA DUOGRAF SWIM SHORT,M ARENA DUOGRAF SWIM SHORT,550,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,159,,7.83,EUR,,UNIT,80,,159,
00602,3100310055,011730620,AR011730620,M ARENA DUOGRAF SWIM SHORT,M ARENA DUOGRAF SWIM SHORT,620,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,159,,7.83,EUR,,UNIT,80,,159,
00602,3100310055,011730870,AR011730870,M ARENA DUOGRAF SWIM SHORT,M ARENA DUOGRAF SWIM SHORT,870,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,159,,7.83,EUR,,UNIT,80,,159,
00601,3100310055,011734500,AR011734500,W ARENA DYNAMIC SWIMSUIT SWIM PRO,W ARENA DYNAMIC SWIMSUIT SWIM PRO,500,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,209,,10.74,EUR,,UNIT,104,,209,
00601,3100310055,011734900,AR011734900,W ARENA DYNAMIC SWIMSUIT SWIM PRO,W ARENA DYNAMIC SWIMSUIT SWIM PRO,900,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,209,,10.74,EUR,,UNIT,104,,209,
00603,3100310055,011735501,AR011735501,M ARENA DYNAMIC SWIM JAMMER,M ARENA DYNAMIC SWIM JAMMER,501,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,219,,11.19,EUR,,UNIT,110,,219,
00603,3100310055,011735803,AR011735803,M ARENA DYNAMIC SWIM JAMMER,M ARENA DYNAMIC SWIM JAMMER,803,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,219,,11.19,EUR,,UNIT,110,,219,
00602,3100310055,011736501,AR011736501,M ARENA DYNAMIC SWIM SHORT,M ARENA DYNAMIC SWIM SHORT,501,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,179,,8.949999999999999,EUR,,UNIT,90,,179,
00602,3100310055,011736803,AR011736803,M ARENA DYNAMIC SWIM SHORT,M ARENA DYNAMIC SWIM SHORT,803,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,179,,8.949999999999999,EUR,,UNIT,90,,179,
00605,3100310055,011740200,AR011740200,G ARENA WAVE SWIMSUIT LIGHTDROP BACK,G ARENA WAVE SWIMSUIT LIGHTDROP BACK,200,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,159,,7.83,EUR,,UNIT,80,,159,
00605,3100310055,011740600,AR011740600,G ARENA WAVE SWIMSUIT LIGHTDROP BACK,G ARENA WAVE SWIMSUIT LIGHTDROP BACK,600,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,159,,7.83,EUR,,UNIT,80,,159,
00605,3100310055,011740900,AR011740900,G ARENA WAVE SWIMSUIT LIGHTDROP BACK,G ARENA WAVE SWIMSUIT LIGHTDROP BACK,900,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,159,,7.83,EUR,,UNIT,80,,159,
00605,3100310055,011743590,AR011743590,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,590,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,109,,5.6,EUR,,UNIT,54,,109,
00605,3100310055,011743780,AR011743780,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,780,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,109,,5.6,EUR,,UNIT,54,,109,
00605,3100310055,011743930,AR011743930,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,930,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,109,,5.6,EUR,,UNIT,54,,109,
00601,3100310055,011748590,AR011748590,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,590,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,179,,8.949999999999999,EUR,,UNIT,90,,179,
00601,3100310055,011748780,AR011748780,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,780,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,179,,8.949999999999999,EUR,,UNIT,90,,179,
00602,3100310055,011753508,AR011753508,B ARENA DETAIL SWIM SHORT,B ARENA DETAIL SWIM SHORT,508,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,4.92,EUR,,UNIT,50,,99,
00602,3100310055,011753608,AR011753608,B ARENA DETAIL SWIM SHORT,B ARENA DETAIL SWIM SHORT,608,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,4.92,EUR,,UNIT,50,,99,
00602,3100310055,011753701,AR011753701,B ARENA DETAIL SWIM SHORT,B ARENA DETAIL SWIM SHORT,701,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,4.92,EUR,,UNIT,50,,99,
00605,3100310055,011755590,AR011755590,G ARENA BOLD SWIMSUIT V BACK,G ARENA BOLD SWIMSUIT V BACK,590,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.71,EUR,,UNIT,64,,129,
00605,3100310055,011755880,AR011755880,G ARENA BOLD SWIMSUIT V BACK,G ARENA BOLD SWIMSUIT V BACK,880,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.71,EUR,,UNIT,64,,129,
00605,3100310055,011756570,AR011756570,G ARENA PAINTERLY SWIMSUIT V BACK,G ARENA PAINTERLY SWIMSUIT V BACK,570,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,5.15,EUR,,UNIT,50,,99,
00605,3100310055,011756790,AR011756790,G ARENA PAINTERLY SWIMSUIT V BACK,G ARENA PAINTERLY SWIMSUIT V BACK,790,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,5.15,EUR,,UNIT,50,,99,
00605,3100310055,011756980,AR011756980,G ARENA PAINTERLY SWIMSUIT V BACK,G ARENA PAINTERLY SWIMSUIT V BACK,980,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,5.15,EUR,,UNIT,50,,99,
00607,3100310055,011757500,AR011757500,B ARENA PAINTERLY SWIM BRIEFS,B ARENA PAINTERLY SWIM BRIEFS,500,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.48,EUR,,UNIT,44,,89,
00607,3100310055,011757700,AR011757700,B ARENA PAINTERLY SWIM BRIEFS,B ARENA PAINTERLY SWIM BRIEFS,700,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.48,EUR,,UNIT,44,,89,
00607,3100310055,011757800,AR011757800,B ARENA PAINTERLY SWIM BRIEFS,B ARENA PAINTERLY SWIM BRIEFS,800,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.48,EUR,,UNIT,44,,89,
00601,3100310055,011771510,AR011771510,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,510,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,011771680,AR011771680,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,680,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,011771790,AR011771790,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,790,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00602,3100310055,011781505,AR011781505,M ARENA PLAYFUL SWIM SHORT,M ARENA PLAYFUL SWIM SHORT,505,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.71,EUR,,UNIT,64,,129,
00602,3100310055,011781770,AR011781770,M ARENA PLAYFUL SWIM SHORT,M ARENA PLAYFUL SWIM SHORT,770,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.71,EUR,,UNIT,64,,129,
00602,3100310055,011781808,AR011781808,M ARENA PLAYFUL SWIM SHORT,M ARENA PLAYFUL SWIM SHORT,808,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.71,EUR,,UNIT,64,,129,
00602,3100310055,011782505,AR011782505,M ARENA PLAYFUL SWIM BRIEFS,M ARENA PLAYFUL SWIM BRIEFS,505,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,109,,5.6,EUR,,UNIT,54,,109,
00602,3100310055,011782770,AR011782770,M ARENA PLAYFUL SWIM BRIEFS,M ARENA PLAYFUL SWIM BRIEFS,770,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,109,,5.6,EUR,,UNIT,54,,109,
00602,3100310055,011782808,AR011782808,M ARENA PLAYFUL SWIM BRIEFS,M ARENA PLAYFUL SWIM BRIEFS,808,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,109,,5.6,EUR,,UNIT,54,,109,
00600,3100310055,011783504,AR011783504,M ARENA PATH SWIM MID JAMMER,M ARENA PATH SWIM MID JAMMER,504,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,189,,9.4,EUR,,UNIT,94,,189,
00600,3100310055,011783702,AR011783702,M ARENA PATH SWIM MID JAMMER,M ARENA PATH SWIM MID JAMMER,702,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,189,,9.4,EUR,,UNIT,94,,189,
00602,3100310055,011801500,AR011801500,B ARENA PAINTERLY SWIM SHORT,B ARENA PAINTERLY SWIM SHORT,500,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,4.92,EUR,,UNIT,50,,99,
00602,3100310055,011801700,AR011801700,B ARENA PAINTERLY SWIM SHORT,B ARENA PAINTERLY SWIM SHORT,700,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,4.92,EUR,,UNIT,50,,99,
00602,3100310055,011801800,AR011801800,B ARENA PAINTERLY SWIM SHORT,B ARENA PAINTERLY SWIM SHORT,800,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,4.92,EUR,,UNIT,50,,99,
00612,3100310055,011806100,AR011806100,ARENA HYDROSOFT PLUS,ARENA HYDROSOFT PLUS,100,40029,11,30,SS27,SS,,SWIM,,UNIT,,4,,109,,5.6,EUR,,UNIT,54,,109,
00612,3100310055,011806200,AR011806200,ARENA HYDROSOFT PLUS,ARENA HYDROSOFT PLUS,200,40029,11,30,SS27,SS,,SWIM,,UNIT,,4,,109,,5.6,EUR,,UNIT,54,,109,
00612,3100310055,011806300,AR011806300,ARENA HYDROSOFT PLUS,ARENA HYDROSOFT PLUS,300,40029,11,30,SS27,SS,,SWIM,,UNIT,,4,,109,,5.6,EUR,,UNIT,54,,109,
00612,3100310055,011806400,AR011806400,ARENA HYDROSOFT PLUS,ARENA HYDROSOFT PLUS,400,40029,11,30,SS27,SS,,SWIM,,UNIT,,4,,109,,5.6,EUR,,UNIT,54,,109,
00612,3100310055,011806500,AR011806500,ARENA HYDROSOFT PLUS,ARENA HYDROSOFT PLUS,500,40029,11,30,SS27,SS,,SWIM,,UNIT,,4,,109,,5.6,EUR,,UNIT,54,,109,
00609,3100310055,011807100,AR011807100,THE ONE PLUS WOMAN,THE ONE PLUS WOMAN,100,40029,14,32,SS27,SS,,SWIM,,UNIT,,1,,109,,5.37,EUR,,UNIT,54,,109,
00609,3100310055,011807200,AR011807200,THE ONE PLUS WOMAN,THE ONE PLUS WOMAN,200,40029,14,32,SS27,SS,,SWIM,,UNIT,,1,,109,,5.37,EUR,,UNIT,54,,109,
00609,3100310055,011807300,AR011807300,THE ONE PLUS WOMAN,THE ONE PLUS WOMAN,300,40029,14,32,SS27,SS,,SWIM,,UNIT,,1,,109,,5.37,EUR,,UNIT,54,,109,
00609,3100310055,011807400,AR011807400,THE ONE PLUS WOMAN,THE ONE PLUS WOMAN,400,40029,14,32,SS27,SS,,SWIM,,UNIT,,1,,109,,5.37,EUR,,UNIT,54,,109,
00609,3100310055,011808100,AR011808100,THE ONE PLUS JUNIOR,THE ONE PLUS JUNIOR,100,40029,14,33,SS27,SS,,SWIM,,UNIT,,1,,99,,4.92,EUR,,UNIT,50,,99,
00609,3100310055,011808200,AR011808200,THE ONE PLUS JUNIOR,THE ONE PLUS JUNIOR,200,40029,14,33,SS27,SS,,SWIM,,UNIT,,1,,99,,4.92,EUR,,UNIT,50,,99,
00609,3100310055,011808300,AR011808300,THE ONE PLUS JUNIOR,THE ONE PLUS JUNIOR,300,40029,14,33,SS27,SS,,SWIM,,UNIT,,1,,99,,4.92,EUR,,UNIT,50,,99,
00607,3100310055,011810200,AR011810200,B ARENA WAVE SWIM JAMMER,B ARENA WAVE SWIM JAMMER,200,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,159,,7.83,EUR,,UNIT,80,,159,
00607,3100310055,011810400,AR011810400,B ARENA WAVE SWIM JAMMER,B ARENA WAVE SWIM JAMMER,400,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,159,,7.83,EUR,,UNIT,80,,159,
00607,3100310055,011810700,AR011810700,B ARENA WAVE SWIM JAMMER,B ARENA WAVE SWIM JAMMER,700,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,159,,7.83,EUR,,UNIT,80,,159,
00602,3100310055,011812200,AR011812200,B ARENA WAVE SWIM SHORT,B ARENA WAVE SWIM SHORT,200,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.71,EUR,,UNIT,64,,129,
00602,3100310055,011812400,AR011812400,B ARENA WAVE SWIM SHORT,B ARENA WAVE SWIM SHORT,400,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.71,EUR,,UNIT,64,,129,
00602,3100310055,011812700,AR011812700,B ARENA WAVE SWIM SHORT,B ARENA WAVE SWIM SHORT,700,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.71,EUR,,UNIT,64,,129,
00602,3100310055,011814508,AR011814508,B ARENA BOLD SWIM SHORT,B ARENA BOLD SWIM SHORT,508,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,109,,5.6,EUR,,UNIT,54,,109,
00602,3100310055,011814530,AR011814530,B ARENA BOLD SWIM SHORT,B ARENA BOLD SWIM SHORT,530,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,109,,5.6,EUR,,UNIT,54,,109,
00602,3100310055,011814801,AR011814801,B ARENA BOLD SWIM SHORT,B ARENA BOLD SWIM SHORT,801,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,109,,5.6,EUR,,UNIT,54,,109,
00607,3100310055,011815508,AR011815508,B ARENA BOLD SWIM BRIEFS,B ARENA BOLD SWIM BRIEFS,508,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.48,EUR,,UNIT,44,,89,
00607,3100310055,011815530,AR011815530,B ARENA BOLD SWIM BRIEFS,B ARENA BOLD SWIM BRIEFS,530,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.48,EUR,,UNIT,44,,89,
00607,3100310055,011815801,AR011815801,B ARENA BOLD SWIM BRIEFS,B ARENA BOLD SWIM BRIEFS,801,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.48,EUR,,UNIT,44,,89,
00610,3100310055,011829100,AR011829100,ARENA CORALIE CAP,ARENA CORALIE CAP,100,40029,14,32,SS27,SS,,SWIM,,UNIT,,1,,79,,4.03,EUR,,UNIT,40,,79,
00610,3100310055,011829200,AR011829200,ARENA CORALIE CAP,ARENA CORALIE CAP,200,40029,14,32,SS27,SS,,SWIM,,UNIT,,1,,79,,4.03,EUR,,UNIT,40,,79,
00601,3100310055,011833580,AR011833580,W ARENA GRAPHIC SWIMSUIT SWIM PRO BACK,W ARENA GRAPHIC SWIMSUIT SWIM PRO BACK,580,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,179,,8.949999999999999,EUR,,UNIT,90,,179,
00601,3100310055,011833690,AR011833690,W ARENA GRAPHIC SWIMSUIT SWIM PRO BACK,W ARENA GRAPHIC SWIMSUIT SWIM PRO BACK,690,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,179,,8.949999999999999,EUR,,UNIT,90,,179,
00600,3100310055,011835590,AR011835590,W ARENA PAINTERLY SWIMSUIT TWO PIECES,W ARENA PAINTERLY SWIMSUIT TWO PIECES,590,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,179,,8.949999999999999,EUR,,UNIT,90,,179,
00600,3100310055,011835780,AR011835780,W ARENA PAINTERLY SWIMSUIT TWO PIECES,W ARENA PAINTERLY SWIMSUIT TWO PIECES,780,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,179,,8.949999999999999,EUR,,UNIT,90,,179,
00602,3100310055,011837580,AR011837580,M ARENA PRINTED SPLICE SWIM SHORT,M ARENA PRINTED SPLICE SWIM SHORT,580,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,159,,7.83,EUR,,UNIT,80,,159,
00602,3100310055,011837761,AR011837761,M ARENA PRINTED SPLICE SWIM SHORT,M ARENA PRINTED SPLICE SWIM SHORT,761,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,159,,7.83,EUR,,UNIT,80,,159,
00602,3100310055,011838580,AR011838580,M ARENA PRINTED SPLICE SWIM BRIEFS,M ARENA PRINTED SPLICE SWIM BRIEFS,580,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.71,EUR,,UNIT,64,,129,
00602,3100310055,011838761,AR011838761,M ARENA PRINTED SPLICE SWIM BRIEFS,M ARENA PRINTED SPLICE SWIM BRIEFS,761,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.71,EUR,,UNIT,64,,129,
00601,3100310055,011844222,AR011844222,W ARENA SWIMSUIT GIANNA SQUARED BACK,W ARENA SWIMSUIT GIANNA SQUARED BACK,222,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,011844551,AR011844551,W ARENA SWIMSUIT GIANNA SQUARED BACK,W ARENA SWIMSUIT GIANNA SQUARED BACK,551,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,011844589,AR011844589,W ARENA SWIMSUIT GIANNA SQUARED BACK,W ARENA SWIMSUIT GIANNA SQUARED BACK,589,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,011845501,AR011845501,W ARENA SWIMSUIT ERIKA U BACK,W ARENA SWIMSUIT ERIKA U BACK,501,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,289,,14.55,EUR,,UNIT,144,,289,
00601,3100310055,011845602,AR011845602,W ARENA SWIMSUIT ERIKA U BACK,W ARENA SWIMSUIT ERIKA U BACK,602,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,289,,14.55,EUR,,UNIT,144,,289,
00601,3100310055,011845702,AR011845702,W ARENA SWIMSUIT ERIKA U BACK,W ARENA SWIMSUIT ERIKA U BACK,702,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,289,,14.55,EUR,,UNIT,144,,289,
00601,3100310055,011877908,AR011877908,KG ARENA PARTY SWIMSUIT SWIM PRO BACK,KG ARENA PARTY SWIMSUIT SWIM PRO BACK,908,40029,12,30,SS27,SS,,SWIM,,UNIT,,24,,129,,6.49,EUR,,UNIT,64,,129,
00605,3100310055,011885630,AR011885630,G ARENA BAY SWIMSUIT SWIM PRO BACK,G ARENA BAY SWIMSUIT SWIM PRO BACK,630,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00605,3100310055,011885990,AR011885990,G ARENA BAY SWIMSUIT SWIM PRO BACK,G ARENA BAY SWIMSUIT SWIM PRO BACK,990,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00607,3100310055,011892508,AR011892508,B ARENA BOLD SWIM JAMMER,B ARENA BOLD SWIM JAMMER,508,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.71,EUR,,UNIT,64,,129,
00607,3100310055,011892530,AR011892530,B ARENA BOLD SWIM JAMMER,B ARENA BOLD SWIM JAMMER,530,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.71,EUR,,UNIT,64,,129,
00607,3100310055,011892801,AR011892801,B ARENA BOLD SWIM JAMMER,B ARENA BOLD SWIM JAMMER,801,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.71,EUR,,UNIT,64,,129,
00602,3100310055,011893800,AR011893800,KB ARENA PARTY SWIMSUIT SHORT,KB ARENA PARTY SWIMSUIT SHORT,800,40029,12,30,SS27,SS,,SWIM,,UNIT,,24,,119,,6.04,EUR,,UNIT,60,,119,
00600,3100310055,011922100,AR011922100,W ARENA WAVE FULL BODY,W ARENA WAVE FULL BODY,100,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,399,,20.14,EUR,,UNIT,200,,399,
00600,3100310055,011922505,AR011922505,W ARENA WAVE FULL BODY,W ARENA WAVE FULL BODY,505,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,399,,20.14,EUR,,UNIT,200,,399,
00600,3100310055,011923100,AR011923100,G ARENA WAVE FULL BODY,G ARENA WAVE FULL BODY,100,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,269,,13.43,EUR,,UNIT,134,,269,
00600,3100310055,011925100,AR011925100,ARENA BASEBALL CAP,ARENA BASEBALL CAP,100,40029,12,30,SS27,SS,,SWIM,,UNIT,,1,,119,,6.04,EUR,,UNIT,60,,119,
00600,3100310055,011925400,AR011925400,ARENA BASEBALL CAP,ARENA BASEBALL CAP,400,40029,12,30,SS27,SS,,SWIM,,UNIT,,1,,119,,6.04,EUR,,UNIT,60,,119,
00600,3100310055,011925700,AR011925700,ARENA BASEBALL CAP,ARENA BASEBALL CAP,700,40029,12,30,SS27,SS,,SWIM,,UNIT,,1,,119,,6.04,EUR,,UNIT,60,,119,
00600,3100310055,011925800,AR011925800,ARENA BASEBALL CAP,ARENA BASEBALL CAP,800,40029,12,30,SS27,SS,,SWIM,,UNIT,,1,,119,,6.04,EUR,,UNIT,60,,119,
