משפחה,ספק מועדף,מקט ספק פרמטר 4,מקט,תיאור פריט,תיאור פריט,צבע,מותג,דויזן,מגדר,עונה/שנה,עונה,מאפיין,ענף ספורט end use,רויאלטיז,מחלקה במחסן,מגה תת קבוצה,סרגל,,מחיר בסיס/מחיר צרכן קטלוגי,סוג חלוקה,מחיר קנייה EUR,קוד מטבע,תקן עלות ₪,קוד מיון אליטל,מחירון 1/סיטונאי קטלוגי,מחירון 2/סיטונאי נטו,מחירון 3/צרכן רשת,מחירון 4/ סיטונאי MGS
00602,3100310055,003610801,AR003610801,ARENA LOGO KIDS BOY BRIEF,ARENA LOGO KIDS BOY BRIEF,801,40029,12,30,SS27,SS,,SWIM,,UNIT,,24,,69,,3.58,EUR,,UNIT,34,,69,
00602,3100310055,003610808,AR003610808,ARENA LOGO KIDS BOY BRIEF,ARENA LOGO KIDS BOY BRIEF,808,40029,12,30,SS27,SS,,SWIM,,UNIT,,24,,69,,3.58,EUR,,UNIT,34,,69,
00602,3100310055,003612608,AR003612608,ARENA LOGO KIDS BOY SHORT,ARENA LOGO KIDS BOY SHORT,608,40029,12,30,SS27,SS,,SWIM,,UNIT,,24,,89,,4.25,EUR,,UNIT,44,,89,
00602,3100310055,003612801,AR003612801,ARENA LOGO KIDS BOY SHORT,ARENA LOGO KIDS BOY SHORT,801,40029,12,30,SS27,SS,,SWIM,,UNIT,,24,,89,,4.25,EUR,,UNIT,44,,89,
00602,3100310055,003612808,AR003612808,ARENA LOGO KIDS BOY SHORT,ARENA LOGO KIDS BOY SHORT,808,40029,12,30,SS27,SS,,SWIM,,UNIT,,24,,89,,4.25,EUR,,UNIT,44,,89,
00610,3100310055,003786106,AR003786106,REVERSIBLE CAP,REVERSIBLE CAP,106,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,69,,3.58,EUR,,UNIT,34,,69,
00612,3100310055,003787101,AR003787101,NINA,NINA,101,40029,11,32,SS27,SS,,SWIM,,UNIT,,4,,139,,7.16,EUR,,UNIT,70,,139,
00612,3100310055,003787102,AR003787102,NINA,NINA,102,40029,11,32,SS27,SS,,SWIM,,UNIT,,4,,139,,7.16,EUR,,UNIT,70,,139,
00612,3100310055,003787103,AR003787103,NINA,NINA,103,40029,11,32,SS27,SS,,SWIM,,UNIT,,4,,139,,7.16,EUR,,UNIT,70,,139,
00612,3100310055,003787104,AR003787104,NINA,NINA,104,40029,11,32,SS27,SS,,SWIM,,UNIT,,4,,139,,7.16,EUR,,UNIT,70,,139,
00612,3100310055,003789101,AR003789101,MARCO,MARCO,101,40029,11,30,SS27,SS,,SWIM,,UNIT,,4,,149,,7.61,EUR,,UNIT,74,,149,
00612,3100310055,003789102,AR003789102,MARCO,MARCO,102,40029,11,30,SS27,SS,,SWIM,,UNIT,,4,,149,,7.61,EUR,,UNIT,74,,149,
00612,3100310055,003789103,AR003789103,MARCO,MARCO,103,40029,11,30,SS27,SS,,SWIM,,UNIT,,4,,149,,7.61,EUR,,UNIT,74,,149,
00612,3100310055,003789104,AR003789104,MARCO,MARCO,104,40029,11,30,SS27,SS,,SWIM,,UNIT,,4,,149,,7.61,EUR,,UNIT,74,,149,
00611,3100310055,003797310,AR003797310,FRIENDS AQUA NAPPY,FRIENDS AQUA NAPPY,310,40029,14,33,SS27,SS,,SWIM,,UNIT,,74,,99,,5.15,EUR,,UNIT,50,,99,
00611,3100310055,003797910,AR003797910,FRIENDS AQUA NAPPY,FRIENDS AQUA NAPPY,910,40029,14,33,SS27,SS,,SWIM,,UNIT,,74,,99,,5.15,EUR,,UNIT,50,,99,
00612,3100310055,003838300,AR003838300,HYDROSOFT II JR HOOK,HYDROSOFT II JR HOOK,300,40029,11,33,SS27,SS,,SWIM,,UNIT,,4,,89,,4.7,EUR,,UNIT,44,,89,
00612,3100310055,003838700,AR003838700,HYDROSOFT II JR HOOK,HYDROSOFT II JR HOOK,700,40029,11,33,SS27,SS,,SWIM,,UNIT,,4,,89,,4.7,EUR,,UNIT,44,,89,
00612,3100310055,003838701,AR003838701,HYDROSOFT II JR HOOK,HYDROSOFT II JR HOOK,701,40029,11,33,SS27,SS,,SWIM,,UNIT,,4,,89,,4.7,EUR,,UNIT,44,,89,
00612,3100310055,003838900,AR003838900,HYDROSOFT II JR HOOK,HYDROSOFT II JR HOOK,900,40029,11,33,SS27,SS,,SWIM,,UNIT,,4,,89,,4.7,EUR,,UNIT,44,,89,
00612,3100310055,003839500,AR003839500,HYDROSOFT II JR BOX,HYDROSOFT II JR BOX,500,40029,11,33,SS27,SS,,SWIM,,UNIT,,4,,99,,4.92,EUR,,UNIT,50,,99,
00612,3100310055,003839701,AR003839701,HYDROSOFT II JR BOX,HYDROSOFT II JR BOX,701,40029,11,33,SS27,SS,,SWIM,,UNIT,,4,,99,,4.92,EUR,,UNIT,50,,99,
00612,3100310055,003839900,AR003839900,HYDROSOFT II JR BOX,HYDROSOFT II JR BOX,900,40029,11,33,SS27,SS,,SWIM,,UNIT,,4,,99,,4.92,EUR,,UNIT,50,,99,
00609,3100310055,003929110,AR003929110,COBRA ULTRA SWIPE,COBRA ULTRA SWIPE,110,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,309,,15.67,EUR,,UNIT,154,,309,
00609,3100310055,003929150,AR003929150,COBRA ULTRA SWIPE,COBRA ULTRA SWIPE,150,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,309,,15.67,EUR,,UNIT,154,,309,
00609,3100310055,003929600,AR003929600,COBRA ULTRA SWIPE,COBRA ULTRA SWIPE,600,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,309,,15.67,EUR,,UNIT,154,,309,
00610,3100310055,003994310,AR003994310,FRIENDS KIDS POLYESTER CAP,FRIENDS KIDS POLYESTER CAP,310,40029,14,33,SS27,SS,,SWIM,,UNIT,,1,,49,,2.24,EUR,,UNIT,24,,49,
00610,3100310055,003994910,AR003994910,FRIENDS KIDS POLYESTER CAP,FRIENDS KIDS POLYESTER CAP,910,40029,14,33,SS27,SS,,SWIM,,UNIT,,1,,49,,2.24,EUR,,UNIT,24,,49,
00611,3100310055,004018310,AR004018310,FRIENDS SWIM VEST,FRIENDS SWIM VEST,310,40029,14,33,SS27,SS,,SWIM,,UNIT,,74,,189,,9.4,EUR,,UNIT,94,,189,
00611,3100310055,004018910,AR004018910,FRIENDS SWIM VEST,FRIENDS SWIM VEST,910,40029,14,33,SS27,SS,,SWIM,,UNIT,,74,,189,,9.4,EUR,,UNIT,94,,189,
00609,3100310055,004196350,AR004196350,COBRA ORIGINAL SWIPE MIRROR,COBRA ORIGINAL SWIPE MIRROR,350,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,309,,15.67,EUR,,UNIT,154,,309,
00609,3100310055,004196800,AR004196800,COBRA ORIGINAL SWIPE MIRROR,COBRA ORIGINAL SWIPE MIRROR,800,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,309,,15.67,EUR,,UNIT,154,,309,
00609,3100310055,004287102,AR004287102,Spider KIDS MASK,Spider KIDS MASK,102,40029,14,33,SS27,SS,,SWIM,,UNIT,,1,,119,,5.82,EUR,,UNIT,60,,119,
00603,3100310055,004298151,AR004298151,ICONS TEAM STRIPE UNISEX BERMUDA,ICONS TEAM STRIPE UNISEX BERMUDA,151,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,199,,10.04,EUR,,UNIT,100,,199,
00609,3100310055,004308100,AR004308100,THE ONE MASK MIRROR,THE ONE MASK MIRROR,100,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,169,,8.279999999999999,EUR,,UNIT,84,,169,
00609,3100310055,004308101,AR004308101,THE ONE MASK MIRROR,THE ONE MASK MIRROR,101,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,169,,8.279999999999999,EUR,,UNIT,84,,169,
00609,3100310055,004308103,AR004308103,THE ONE MASK MIRROR,THE ONE MASK MIRROR,103,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,169,,8.279999999999999,EUR,,UNIT,84,,169,
00609,3100310055,004309203,AR004309203,THE ONE MASK JR,THE ONE MASK JR,203,40029,14,33,SS27,SS,,SWIM,,UNIT,,1,,119,,5.82,EUR,,UNIT,60,,119,
00609,3100310055,004310202,AR004310202,Spider KIDS,Spider KIDS,202,40029,14,33,SS27,SS,,SWIM,,UNIT,,1,,59,,3.13,EUR,,UNIT,30,,59,
00609,3100310055,004310920,AR004310920,Spider KIDS,Spider KIDS,920,40029,14,33,SS27,SS,,SWIM,,UNIT,,1,,59,,3.13,EUR,,UNIT,30,,59,
00609,3100310055,004310930,AR004310930,Spider KIDS,Spider KIDS,930,40029,14,33,SS27,SS,,SWIM,,UNIT,,1,,59,,3.13,EUR,,UNIT,30,,59,
00613,3100310055,004339100,AR004339100,TEAM BACKPACK FRIENDS,TEAM BACKPACK FRIENDS,100,40029,18,33,SS27,SS,,SWIM,,UNIT,,1,,169,,8.279999999999999,EUR,,UNIT,84,,169,
00613,3100310055,004339120,AR004339120,TEAM BACKPACK FRIENDS,TEAM BACKPACK FRIENDS,120,40029,18,33,SS27,SS,,SWIM,,UNIT,,1,,169,,8.279999999999999,EUR,,UNIT,84,,169,
00612,3100310055,004372100,AR004372100,BRUNO,BRUNO,100,40029,11,31,SS27,SS,,SWIM,,UNIT,,4,,139,,7.16,EUR,,UNIT,70,,139,
00612,3100310055,004372101,AR004372101,BRUNO,BRUNO,101,40029,11,31,SS27,SS,,SWIM,,UNIT,,4,,139,,7.16,EUR,,UNIT,70,,139,
00612,3100310055,004372102,AR004372102,BRUNO,BRUNO,102,40029,11,31,SS27,SS,,SWIM,,UNIT,,4,,139,,7.16,EUR,,UNIT,70,,139,
00612,3100310055,004372103,AR004372103,BRUNO,BRUNO,103,40029,11,31,SS27,SS,,SWIM,,UNIT,,4,,139,,7.16,EUR,,UNIT,70,,139,
00610,3100310055,004401100,AR004401100,SMARTCAP,SMARTCAP,100,40029,14,32,SS27,SS,,SWIM,,UNIT,,1,,89,,4.48,EUR,,UNIT,44,,89,
00610,3100310055,004401500,AR004401500,SMARTCAP,SMARTCAP,500,40029,14,32,SS27,SS,,SWIM,,UNIT,,1,,89,,4.48,EUR,,UNIT,44,,89,
00601,3100310055,004651405,AR004651405,WOMEN'S SWIMSUIT LACE BACK SOLID,WOMEN'S SWIMSUIT LACE BACK SOLID,405,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004651691,AR004651691,WOMEN'S SWIMSUIT LACE BACK SOLID,WOMEN'S SWIMSUIT LACE BACK SOLID,691,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004651699,AR004651699,WOMEN'S SWIMSUIT LACE BACK SOLID,WOMEN'S SWIMSUIT LACE BACK SOLID,699,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004651701,AR004651701,WOMEN'S SWIMSUIT LACE BACK SOLID,WOMEN'S SWIMSUIT LACE BACK SOLID,701,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004651702,AR004651702,WOMEN'S SWIMSUIT LACE BACK SOLID,WOMEN'S SWIMSUIT LACE BACK SOLID,702,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004651780,AR004651780,WOMEN'S SWIMSUIT LACE BACK SOLID,WOMEN'S SWIMSUIT LACE BACK SOLID,780,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004651933,AR004651933,WOMEN'S SWIMSUIT LACE BACK SOLID,WOMEN'S SWIMSUIT LACE BACK SOLID,933,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004651969,AR004651969,WOMEN'S SWIMSUIT LACE BACK SOLID,WOMEN'S SWIMSUIT LACE BACK SOLID,969,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00609,3100310055,004714104,AR004714104,AIR-BOLD SWIPE,AIR-BOLD SWIPE,104,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,189,,9.4,EUR,,UNIT,94,,189,
00609,3100310055,004714105,AR004714105,AIR-BOLD SWIPE,AIR-BOLD SWIPE,105,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,189,,9.4,EUR,,UNIT,94,,189,
00601,3100310055,004732569,AR004732569,W ARENA ONE DOUBLE CROSS BACK ONE PIECE,W ARENA ONE DOUBLE CROSS BACK ONE PIECE,569,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,229,,11.64,EUR,,UNIT,114,,229,
00601,3100310055,004732695,AR004732695,W ARENA ONE DOUBLE CROSS BACK ONE PIECE,W ARENA ONE DOUBLE CROSS BACK ONE PIECE,695,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,229,,11.64,EUR,,UNIT,114,,229,
00601,3100310055,004732887,AR004732887,W ARENA ONE DOUBLE CROSS BACK ONE PIECE,W ARENA ONE DOUBLE CROSS BACK ONE PIECE,887,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,229,,11.64,EUR,,UNIT,114,,229,
00601,3100310055,004732938,AR004732938,W ARENA ONE DOUBLE CROSS BACK ONE PIECE,W ARENA ONE DOUBLE CROSS BACK ONE PIECE,938,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,229,,11.64,EUR,,UNIT,114,,229,
00601,3100310055,004760450,AR004760450,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,450,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004760550,AR004760550,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,550,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004760566,AR004760566,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,566,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004760750,AR004760750,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,750,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004760780,AR004760780,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,780,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004760891,AR004760891,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,891,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004760911,AR004760911,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,911,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004760970,AR004760970,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,WOMEN'S TEAM SWIMSUIT SWIM PRO SOLID,970,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00605,3100310055,004762450,AR004762450,GIRL'S TEAM SWIMSUIT SWIM PRO SOLID,GIRL'S TEAM SWIMSUIT SWIM PRO SOLID,450,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00605,3100310055,004762550,AR004762550,GIRL'S TEAM SWIMSUIT SWIM PRO SOLID,GIRL'S TEAM SWIMSUIT SWIM PRO SOLID,550,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00605,3100310055,004762720,AR004762720,GIRL'S TEAM SWIMSUIT SWIM PRO SOLID,GIRL'S TEAM SWIMSUIT SWIM PRO SOLID,720,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00605,3100310055,004762750,AR004762750,GIRL'S TEAM SWIMSUIT SWIM PRO SOLID,GIRL'S TEAM SWIMSUIT SWIM PRO SOLID,750,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00605,3100310055,004762970,AR004762970,GIRL'S TEAM SWIMSUIT SWIM PRO SOLID,GIRL'S TEAM SWIMSUIT SWIM PRO SOLID,970,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00601,3100310055,004763450,AR004763450,WOMEN'S TEAM SWIMSUIT SWIM TECH SOLID,WOMEN'S TEAM SWIMSUIT SWIM TECH SOLID,450,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004763608,AR004763608,WOMEN'S TEAM SWIMSUIT SWIM TECH SOLID,WOMEN'S TEAM SWIMSUIT SWIM TECH SOLID,608,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004763720,AR004763720,WOMEN'S TEAM SWIMSUIT SWIM TECH SOLID,WOMEN'S TEAM SWIMSUIT SWIM TECH SOLID,720,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004763750,AR004763750,WOMEN'S TEAM SWIMSUIT SWIM TECH SOLID,WOMEN'S TEAM SWIMSUIT SWIM TECH SOLID,750,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004763780,AR004763780,WOMEN'S TEAM SWIMSUIT SWIM TECH SOLID,WOMEN'S TEAM SWIMSUIT SWIM TECH SOLID,780,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004763891,AR004763891,WOMEN'S TEAM SWIMSUIT SWIM TECH SOLID,WOMEN'S TEAM SWIMSUIT SWIM TECH SOLID,891,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004763970,AR004763970,WOMEN'S TEAM SWIMSUIT SWIM TECH SOLID,WOMEN'S TEAM SWIMSUIT SWIM TECH SOLID,970,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00605,3100310055,004764450,AR004764450,GIRL'S TEAM SWIMSUIT SWIM TECH SOLID,GIRL'S TEAM SWIMSUIT SWIM TECH SOLID,450,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00605,3100310055,004764550,AR004764550,GIRL'S TEAM SWIMSUIT SWIM TECH SOLID,GIRL'S TEAM SWIMSUIT SWIM TECH SOLID,550,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00605,3100310055,004764720,AR004764720,GIRL'S TEAM SWIMSUIT SWIM TECH SOLID,GIRL'S TEAM SWIMSUIT SWIM TECH SOLID,720,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00605,3100310055,004764750,AR004764750,GIRL'S TEAM SWIMSUIT SWIM TECH SOLID,GIRL'S TEAM SWIMSUIT SWIM TECH SOLID,750,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00605,3100310055,004764970,AR004764970,GIRL'S TEAM SWIMSUIT SWIM TECH SOLID,GIRL'S TEAM SWIMSUIT SWIM TECH SOLID,970,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00605,3100310055,004765450,AR004765450,GIRL'S TEAM SWIMSUIT CHALLENGE SOLID,GIRL'S TEAM SWIMSUIT CHALLENGE SOLID,450,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00605,3100310055,004765550,AR004765550,GIRL'S TEAM SWIMSUIT CHALLENGE SOLID,GIRL'S TEAM SWIMSUIT CHALLENGE SOLID,550,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00605,3100310055,004765720,AR004765720,GIRL'S TEAM SWIMSUIT CHALLENGE SOLID,GIRL'S TEAM SWIMSUIT CHALLENGE SOLID,720,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00605,3100310055,004765970,AR004765970,GIRL'S TEAM SWIMSUIT CHALLENGE SOLID,GIRL'S TEAM SWIMSUIT CHALLENGE SOLID,970,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.27,EUR,,UNIT,64,,129,
00601,3100310055,004766690,AR004766690,WOMEN'S TEAM SWIMSUIT CHALLENGE SOLID,WOMEN'S TEAM SWIMSUIT CHALLENGE SOLID,690,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004766699,AR004766699,WOMEN'S TEAM SWIMSUIT CHALLENGE SOLID,WOMEN'S TEAM SWIMSUIT CHALLENGE SOLID,699,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004766780,AR004766780,WOMEN'S TEAM SWIMSUIT CHALLENGE SOLID,WOMEN'S TEAM SWIMSUIT CHALLENGE SOLID,780,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004766911,AR004766911,WOMEN'S TEAM SWIMSUIT CHALLENGE SOLID,WOMEN'S TEAM SWIMSUIT CHALLENGE SOLID,911,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004766969,AR004766969,WOMEN'S TEAM SWIMSUIT CHALLENGE SOLID,WOMEN'S TEAM SWIMSUIT CHALLENGE SOLID,969,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004766980,AR004766980,WOMEN'S TEAM SWIMSUIT CHALLENGE SOLID,WOMEN'S TEAM SWIMSUIT CHALLENGE SOLID,980,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,169,,8.5,EUR,,UNIT,84,,169,
00601,3100310055,004767550,AR004767550,W TEAM SWIMSUIT LIGHT DROP SOLID FL,W TEAM SWIMSUIT LIGHT DROP SOLID FL,550,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,199,,10.07,EUR,,UNIT,100,,199,
00601,3100310055,004767720,AR004767720,W TEAM SWIMSUIT LIGHT DROP SOLID FL,W TEAM SWIMSUIT LIGHT DROP SOLID FL,720,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,199,,10.07,EUR,,UNIT,100,,199,
00601,3100310055,004767750,AR004767750,W TEAM SWIMSUIT LIGHT DROP SOLID FL,W TEAM SWIMSUIT LIGHT DROP SOLID FL,750,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,199,,10.07,EUR,,UNIT,100,,199,
00601,3100310055,004767911,AR004767911,W TEAM SWIMSUIT LIGHT DROP SOLID FL,W TEAM SWIMSUIT LIGHT DROP SOLID FL,911,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,199,,10.07,EUR,,UNIT,100,,199,
00600,3100310055,004768450,AR004768450,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,450,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,89,,4.7,EUR,,UNIT,44,,89,
00600,3100310055,004768550,AR004768550,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,550,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,89,,4.7,EUR,,UNIT,44,,89,
00600,3100310055,004768609,AR004768609,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,609,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,89,,4.7,EUR,,UNIT,44,,89,
00600,3100310055,004768720,AR004768720,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,720,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,89,,4.7,EUR,,UNIT,44,,89,
00600,3100310055,004768750,AR004768750,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,750,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,89,,4.7,EUR,,UNIT,44,,89,
00600,3100310055,004768808,AR004768808,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,808,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,89,,4.7,EUR,,UNIT,44,,89,
00600,3100310055,004768891,AR004768891,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,891,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,89,,4.7,EUR,,UNIT,44,,89,
00600,3100310055,004768969,AR004768969,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,WOMEN'S TEAM SWIM TOP TIE BACK SOLID,969,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,89,,4.7,EUR,,UNIT,44,,89,
00600,3100310055,004769450,AR004769450,WOMEN'S TEAM SWIM BOTTOM SOLID,WOMEN'S TEAM SWIM BOTTOM SOLID,450,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,89,,4.7,EUR,,UNIT,44,,89,
00600,3100310055,004769550,AR004769550,WOMEN'S TEAM SWIM BOTTOM SOLID,WOMEN'S TEAM SWIM BOTTOM SOLID,550,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,89,,4.7,EUR,,UNIT,44,,89,
00600,3100310055,004769609,AR004769609,WOMEN'S TEAM SWIM BOTTOM SOLID,WOMEN'S TEAM SWIM BOTTOM SOLID,609,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,89,,4.7,EUR,,UNIT,44,,89,
00600,3100310055,004769708,AR004769708,WOMEN'S TEAM SWIM BOTTOM SOLID,WOMEN'S TEAM SWIM BOTTOM SOLID,708,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,89,,4.7,EUR,,UNIT,44,,89,
00600,3100310055,004769720,AR004769720,WOMEN'S TEAM SWIM BOTTOM SOLID,WOMEN'S TEAM SWIM BOTTOM SOLID,720,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,89,,4.7,EUR,,UNIT,44,,89,
00600,3100310055,004769750,AR004769750,WOMEN'S TEAM SWIM BOTTOM SOLID,WOMEN'S TEAM SWIM BOTTOM SOLID,750,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,89,,4.7,EUR,,UNIT,44,,89,
