SKU,Article,EAN,Style,Style Description,Colorway,Colorway Description,Segment,Product Type,Consumer Target,Sizes Overview,Size,Made-In,Taric,Collection Type,Carry Over,SWP EUR,RSP EUR
012445_500_M,012445500,3468339131449,012445,W ARENA EVOLUTION SHORT,500,BLACK,Swimwear,Beach Short,Woman,"XS, S, M, L, XL",M,China,6211120000,Global,N,20.45455,45
012445_500_S,012445500,3468339131456,012445,W ARENA EVOLUTION SHORT,500,BLACK,Swimwear,Beach Short,Woman,"XS, S, M, L, XL",S,China,6211120000,Global,N,20.45455,45
012445_500_XL,012445500,3468339131463,012445,W ARENA EVOLUTION SHORT,500,BLACK,Swimwear,Beach Short,Woman,"XS, S, M, L, XL",XL,China,6211120000,Global,N,20.45455,45
012445_500_XS,012445500,3468339131470,012445,W ARENA EVOLUTION SHORT,500,BLACK,Swimwear,Beach Short,Woman,"XS, S, M, L, XL",XS,China,6211120000,Global,N,20.45455,45
012445_600_L,012445600,3468339131487,012445,W ARENA EVOLUTION SHORT,600,SAGE,Swimwear,Beach Short,Woman,"XS, S, M, L, XL",L,China,6211120000,Global,N,20.45455,45
012445_600_M,012445600,3468339131494,012445,W ARENA EVOLUTION SHORT,600,SAGE,Swimwear,Beach Short,Woman,"XS, S, M, L, XL",M,China,6211120000,Global,N,20.45455,45
012445_600_S,012445600,3468339131500,012445,W ARENA EVOLUTION SHORT,600,SAGE,Swimwear,Beach Short,Woman,"XS, S, M, L, XL",S,China,6211120000,Global,N,20.45455,45
012445_600_XL,012445600,3468339131517,012445,W ARENA EVOLUTION SHORT,600,SAGE,Swimwear,Beach Short,Woman,"XS, S, M, L, XL",XL,China,6211120000,Global,N,20.45455,45
012445_600_XS,012445600,3468339131524,012445,W ARENA EVOLUTION SHORT,600,SAGE,Swimwear,Beach Short,Woman,"XS, S, M, L, XL",XS,China,6211120000,Global,N,20.45455,45
012446_500_L,012446500,3468339131531,012446,W ARENA EVOLUTION CARGO PANT,500,BLACK,Swimwear,Pant,Woman,"XS, S, M, L, XL",L,China,6204639090,Global,N,27.27273,60
012446_500_M,012446500,3468339131548,012446,W ARENA EVOLUTION CARGO PANT,500,BLACK,Swimwear,Pant,Woman,"XS, S, M, L, XL",M,China,6204639090,Global,N,27.27273,60
012446_500_S,012446500,3468339131555,012446,W ARENA EVOLUTION CARGO PANT,500,BLACK,Swimwear,Pant,Woman,"XS, S, M, L, XL",S,China,6204639090,Global,N,27.27273,60
012446_500_XL,012446500,3468339131562,012446,W ARENA EVOLUTION CARGO PANT,500,BLACK,Swimwear,Pant,Woman,"XS, S, M, L, XL",XL,China,6204639090,Global,N,27.27273,60
012446_500_XS,012446500,3468339131579,012446,W ARENA EVOLUTION CARGO PANT,500,BLACK,Swimwear,Pant,Woman,"XS, S, M, L, XL",XS,China,6204639090,Global,N,27.27273,60
012450_560_38,012450560,3468339108090,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,560,BLACK-GREEN BLUE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",38,Tunisia,6112419000,Global,N,35.71429,75
012450_560_40,012450560,3468339108106,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,560,BLACK-GREEN BLUE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",40,Tunisia,6112419000,Global,N,35.71429,75
012450_560_42,012450560,3468339108113,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,560,BLACK-GREEN BLUE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",42,Tunisia,6112419000,Global,N,35.71429,75
012450_560_44,012450560,3468339108120,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,560,BLACK-GREEN BLUE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",44,Tunisia,6112419000,Global,N,35.71429,75
012450_560_46,012450560,3468339108137,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,560,BLACK-GREEN BLUE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",46,Tunisia,6112419000,Global,N,35.71429,75
012450_560_48,012450560,3468339108144,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,560,BLACK-GREEN BLUE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",48,Tunisia,6112419000,Global,N,35.71429,75
012450_560_50,012450560,3468339108151,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,560,BLACK-GREEN BLUE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",50,Tunisia,6112419000,Global,N,35.71429,75
012450_560_52,012450560,3468339108168,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,560,BLACK-GREEN BLUE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",52,Tunisia,6112419000,Global,N,35.71429,75
012450_910_38,012450910,3468339108175,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,910,SANGRIA-WHITE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",38,Tunisia,6112419000,Global,N,35.71429,75
012450_910_40,012450910,3468339108182,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,910,SANGRIA-WHITE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",40,Tunisia,6112419000,Global,N,35.71429,75
012450_910_42,012450910,3468339108199,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,910,SANGRIA-WHITE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",42,Tunisia,6112419000,Global,N,35.71429,75
012450_910_44,012450910,3468339108205,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,910,SANGRIA-WHITE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",44,Tunisia,6112419000,Global,N,35.71429,75
012450_910_46,012450910,3468339108212,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,910,SANGRIA-WHITE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",46,Tunisia,6112419000,Global,N,35.71429,75
012450_910_48,012450910,3468339108229,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,910,SANGRIA-WHITE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",48,Tunisia,6112419000,Global,N,35.71429,75
012450_910_50,012450910,3468339108236,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,910,SANGRIA-WHITE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",50,Tunisia,6112419000,Global,N,35.71429,75
012450_910_52,012450910,3468339108243,012450,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,910,SANGRIA-WHITE,Swimwear,One piece,Woman,"38, 40, 42, 44, 46, 48, 50, 52",52,Tunisia,6112419000,Global,N,35.71429,75
012456_555_36,012456555,3468337963646,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,555,BLACK-ASPHALT-BLACK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",36,Vietnam,6112419000,Global,N,23.80952,50
012456_555_38,012456555,3468337963653,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,555,BLACK-ASPHALT-BLACK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",38,Vietnam,6112419000,Global,N,23.80952,50
012456_555_40,012456555,3468337963660,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,555,BLACK-ASPHALT-BLACK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",40,Vietnam,6112419000,Global,N,23.80952,50
012456_555_42,012456555,3468337963677,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,555,BLACK-ASPHALT-BLACK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",42,Vietnam,6112419000,Global,N,23.80952,50
012456_555_44,012456555,3468337963684,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,555,BLACK-ASPHALT-BLACK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",44,Vietnam,6112419000,Global,N,23.80952,50
012456_555_46,012456555,3468337963691,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,555,BLACK-ASPHALT-BLACK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",46,Vietnam,6112419000,Global,N,23.80952,50
012456_555_48,012456555,3468337963707,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,555,BLACK-ASPHALT-BLACK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",48,Vietnam,6112419000,Global,N,23.80952,50
012456_555_50,012456555,3468337963714,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,555,BLACK-ASPHALT-BLACK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",50,Vietnam,6112419000,Global,N,23.80952,50
012456_555_52,012456555,3468337963721,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,555,BLACK-ASPHALT-BLACK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",52,Vietnam,6112419000,Global,N,23.80952,50
012456_659_36,012456659,3468337963738,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,659,DARK HAZEL GREEN-BLACK-PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",36,Vietnam,6112419000,Global,N,23.80952,50
012456_659_38,012456659,3468337963745,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,659,DARK HAZEL GREEN-BLACK-PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",38,Vietnam,6112419000,Global,N,23.80952,50
012456_659_40,012456659,3468337963752,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,659,DARK HAZEL GREEN-BLACK-PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",40,Vietnam,6112419000,Global,N,23.80952,50
012456_659_42,012456659,3468337963769,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,659,DARK HAZEL GREEN-BLACK-PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",42,Vietnam,6112419000,Global,N,23.80952,50
012456_659_44,012456659,3468337963776,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,659,DARK HAZEL GREEN-BLACK-PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",44,Vietnam,6112419000,Global,N,23.80952,50
012456_659_46,012456659,3468337963783,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,659,DARK HAZEL GREEN-BLACK-PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",46,Vietnam,6112419000,Global,N,23.80952,50
012456_659_48,012456659,3468337963790,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,659,DARK HAZEL GREEN-BLACK-PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",48,Vietnam,6112419000,Global,N,23.80952,50
012456_659_50,012456659,3468337963806,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,659,DARK HAZEL GREEN-BLACK-PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",50,Vietnam,6112419000,Global,N,23.80952,50
012456_659_52,012456659,3468337963813,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,659,DARK HAZEL GREEN-BLACK-PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",52,Vietnam,6112419000,Global,N,23.80952,50
012456_788_36,012456788,3468337963820,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,788,NAVY-NEON BLUE-TURQUOISE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",36,Vietnam,6112419000,Global,N,23.80952,50
012456_788_38,012456788,3468337963837,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,788,NAVY-NEON BLUE-TURQUOISE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",38,Vietnam,6112419000,Global,N,23.80952,50
012456_788_40,012456788,3468337963844,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,788,NAVY-NEON BLUE-TURQUOISE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",40,Vietnam,6112419000,Global,N,23.80952,50
012456_788_42,012456788,3468337963851,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,788,NAVY-NEON BLUE-TURQUOISE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",42,Vietnam,6112419000,Global,N,23.80952,50
012456_788_44,012456788,3468337963868,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,788,NAVY-NEON BLUE-TURQUOISE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",44,Vietnam,6112419000,Global,N,23.80952,50
012456_788_46,012456788,3468337963875,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,788,NAVY-NEON BLUE-TURQUOISE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",46,Vietnam,6112419000,Global,N,23.80952,50
012456_788_48,012456788,3468337963882,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,788,NAVY-NEON BLUE-TURQUOISE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",48,Vietnam,6112419000,Global,N,23.80952,50
012456_788_50,012456788,3468337963899,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,788,NAVY-NEON BLUE-TURQUOISE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",50,Vietnam,6112419000,Global,N,23.80952,50
012456_788_52,012456788,3468337963905,012456,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,788,NAVY-NEON BLUE-TURQUOISE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48, 50, 52",52,Vietnam,6112419000,Global,N,23.80952,50
012489_160_L,012489160,3468339121709,012489,W ARENA LOGOTYPE CUTOUT SWIMSUIT,160,WHITE-LIMEADE,Swimwear,One piece,Woman,"XS, S, M, L, XL",L,Vietnam,6112419000,Global,N,27.27273,60
012489_160_M,012489160,3468339121716,012489,W ARENA LOGOTYPE CUTOUT SWIMSUIT,160,WHITE-LIMEADE,Swimwear,One piece,Woman,"XS, S, M, L, XL",M,Vietnam,6112419000,Global,N,27.27273,60
012489_160_S,012489160,3468339121723,012489,W ARENA LOGOTYPE CUTOUT SWIMSUIT,160,WHITE-LIMEADE,Swimwear,One piece,Woman,"XS, S, M, L, XL",S,Vietnam,6112419000,Global,N,27.27273,60
012489_160_XL,012489160,3468339121730,012489,W ARENA LOGOTYPE CUTOUT SWIMSUIT,160,WHITE-LIMEADE,Swimwear,One piece,Woman,"XS, S, M, L, XL",XL,Vietnam,6112419000,Global,N,27.27273,60
012489_160_XS,012489160,3468339121747,012489,W ARENA LOGOTYPE CUTOUT SWIMSUIT,160,WHITE-LIMEADE,Swimwear,One piece,Woman,"XS, S, M, L, XL",XS,Vietnam,6112419000,Global,N,27.27273,60
012489_310_L,012489310,3468339121754,012489,W ARENA LOGOTYPE CUTOUT SWIMSUIT,310,PESCA-WHITE,Swimwear,One piece,Woman,"XS, S, M, L, XL",L,Vietnam,6112419000,Global,N,27.27273,60
012489_310_M,012489310,3468339121761,012489,W ARENA LOGOTYPE CUTOUT SWIMSUIT,310,PESCA-WHITE,Swimwear,One piece,Woman,"XS, S, M, L, XL",M,Vietnam,6112419000,Global,N,27.27273,60
012489_310_S,012489310,3468339121778,012489,W ARENA LOGOTYPE CUTOUT SWIMSUIT,310,PESCA-WHITE,Swimwear,One piece,Woman,"XS, S, M, L, XL",S,Vietnam,6112419000,Global,N,27.27273,60
012489_310_XL,012489310,3468339121785,012489,W ARENA LOGOTYPE CUTOUT SWIMSUIT,310,PESCA-WHITE,Swimwear,One piece,Woman,"XS, S, M, L, XL",XL,Vietnam,6112419000,Global,N,27.27273,60
012489_310_XS,012489310,3468339121792,012489,W ARENA LOGOTYPE CUTOUT SWIMSUIT,310,PESCA-WHITE,Swimwear,One piece,Woman,"XS, S, M, L, XL",XS,Vietnam,6112419000,Global,N,27.27273,60
012489_510_L,012489510,3468339121808,012489,W ARENA LOGOTYPE CUTOUT SWIMSUIT,510,BLACK-WHITE,Swimwear,One piece,Woman,"XS, S, M, L, XL",L,Vietnam,6112419000,Global,N,27.27273,60
012489_510_M,012489510,3468339121815,012489,W ARENA LOGOTYPE CUTOUT SWIMSUIT,510,BLACK-WHITE,Swimwear,One piece,Woman,"XS, S, M, L, XL",M,Vietnam,6112419000,Global,N,27.27273,60
012489_510_S,012489510,3468339121822,012489,W ARENA LOGOTYPE CUTOUT SWIMSUIT,510,BLACK-WHITE,Swimwear,One piece,Woman,"XS, S, M, L, XL",S,Vietnam,6112419000,Global,N,27.27273,60
012489_510_XL,012489510,3468339121839,012489,W ARENA LOGOTYPE CUTOUT SWIMSUIT,510,BLACK-WHITE,Swimwear,One piece,Woman,"XS, S, M, L, XL",XL,Vietnam,6112419000,Global,N,27.27273,60
012489_510_XS,012489510,3468339121846,012489,W ARENA LOGOTYPE CUTOUT SWIMSUIT,510,BLACK-WHITE,Swimwear,One piece,Woman,"XS, S, M, L, XL",XS,Vietnam,6112419000,Global,N,27.27273,60
012490_160_L,012490160,3468339121853,012490,W ARENA LOGOTYPE BIKINI BRASSIERE,160,WHITE-LIMEADE,Swimwear,Two pieces,Woman,"XS, S, M, L, XL",L,Vietnam,6112419000,Global,N,27.27273,60
012490_160_M,012490160,3468339121860,012490,W ARENA LOGOTYPE BIKINI BRASSIERE,160,WHITE-LIMEADE,Swimwear,Two pieces,Woman,"XS, S, M, L, XL",M,Vietnam,6112419000,Global,N,27.27273,60
012490_160_S,012490160,3468339121877,012490,W ARENA LOGOTYPE BIKINI BRASSIERE,160,WHITE-LIMEADE,Swimwear,Two pieces,Woman,"XS, S, M, L, XL",S,Vietnam,6112419000,Global,N,27.27273,60
012490_160_XL,012490160,3468339121884,012490,W ARENA LOGOTYPE BIKINI BRASSIERE,160,WHITE-LIMEADE,Swimwear,Two pieces,Woman,"XS, S, M, L, XL",XL,Vietnam,6112419000,Global,N,27.27273,60
012490_160_XS,012490160,3468339121891,012490,W ARENA LOGOTYPE BIKINI BRASSIERE,160,WHITE-LIMEADE,Swimwear,Two pieces,Woman,"XS, S, M, L, XL",XS,Vietnam,6112419000,Global,N,27.27273,60
012490_310_L,012490310,3468339121907,012490,W ARENA LOGOTYPE BIKINI BRASSIERE,310,PESCA-WHITE,Swimwear,Two pieces,Woman,"XS, S, M, L, XL",L,Vietnam,6112419000,Global,N,27.27273,60
012490_310_M,012490310,3468339121914,012490,W ARENA LOGOTYPE BIKINI BRASSIERE,310,PESCA-WHITE,Swimwear,Two pieces,Woman,"XS, S, M, L, XL",M,Vietnam,6112419000,Global,N,27.27273,60
012490_310_S,012490310,3468339121921,012490,W ARENA LOGOTYPE BIKINI BRASSIERE,310,PESCA-WHITE,Swimwear,Two pieces,Woman,"XS, S, M, L, XL",S,Vietnam,6112419000,Global,N,27.27273,60
012490_310_XL,012490310,3468339121938,012490,W ARENA LOGOTYPE BIKINI BRASSIERE,310,PESCA-WHITE,Swimwear,Two pieces,Woman,"XS, S, M, L, XL",XL,Vietnam,6112419000,Global,N,27.27273,60
012490_310_XS,012490310,3468339121945,012490,W ARENA LOGOTYPE BIKINI BRASSIERE,310,PESCA-WHITE,Swimwear,Two pieces,Woman,"XS, S, M, L, XL",XS,Vietnam,6112419000,Global,N,27.27273,60
012490_510_L,012490510,3468339121952,012490,W ARENA LOGOTYPE BIKINI BRASSIERE,510,BLACK-WHITE,Swimwear,Two pieces,Woman,"XS, S, M, L, XL",L,Vietnam,6112419000,Global,N,27.27273,60
012490_510_M,012490510,3468339121969,012490,W ARENA LOGOTYPE BIKINI BRASSIERE,510,BLACK-WHITE,Swimwear,Two pieces,Woman,"XS, S, M, L, XL",M,Vietnam,6112419000,Global,N,27.27273,60
012490_510_S,012490510,3468339121976,012490,W ARENA LOGOTYPE BIKINI BRASSIERE,510,BLACK-WHITE,Swimwear,Two pieces,Woman,"XS, S, M, L, XL",S,Vietnam,6112419000,Global,N,27.27273,60
012490_510_XL,012490510,3468339121983,012490,W ARENA LOGOTYPE BIKINI BRASSIERE,510,BLACK-WHITE,Swimwear,Two pieces,Woman,"XS, S, M, L, XL",XL,Vietnam,6112419000,Global,N,27.27273,60
012490_510_XS,012490510,3468339121990,012490,W ARENA LOGOTYPE BIKINI BRASSIERE,510,BLACK-WHITE,Swimwear,Two pieces,Woman,"XS, S, M, L, XL",XS,Vietnam,6112419000,Global,N,27.27273,60
012491_700_TU,012491700,3468339132446,012491,ARENA VELOUR TOWEL,700,NAVY MULTI,Equipment,Towels,Uni Adult,TU,TU,Portugal,6302600010,Global,N,23.80952,50
012494_300_TU,012494300,3468339132477,012494,ARENA SUNSET TOWEL,300,SUNSET,Equipment,Towels,Uni Adult,TU,TU,Portugal,6302600010,Global,N,21.42857,45
012495_710_TU,012495710,3468339132484,012495,ARENA SWIMMER TOWEL,710,SWIMMER,Equipment,Towels,Uni Adult,TU,TU,Portugal,6302600010,Global,N,21.42857,45
012496_510_TU,012496510,3468339132491,012496,ARENA HEDGE TOWEL,510,HEDGE,Equipment,Towels,Uni Adult,TU,TU,Portugal,6302600010,Global,N,21.42857,45
012497_340_TU,012497340,3468339132507,012497,ARENA TROPIC TOWEL,340,TROPIC,Equipment,Towels,Uni Adult,TU,TU,Portugal,6302600010,Global,N,21.42857,45
012498_100_L,012498100,3468337966555,012498,M ARENA EVOLUTION POCKET T-SHIRT,100,WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",L,Tunisia,6109100010,Global,N,20.45455,45
012498_100_M,012498100,3468337966562,012498,M ARENA EVOLUTION POCKET T-SHIRT,100,WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",M,Tunisia,6109100010,Global,N,20.45455,45
012498_100_S,012498100,3468337966579,012498,M ARENA EVOLUTION POCKET T-SHIRT,100,WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",S,Tunisia,6109100010,Global,N,20.45455,45
012498_100_XL,012498100,3468337966586,012498,M ARENA EVOLUTION POCKET T-SHIRT,100,WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",XL,Tunisia,6109100010,Global,N,20.45455,45
012498_100_XXL,012498100,3468337966593,012498,M ARENA EVOLUTION POCKET T-SHIRT,100,WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",XXL,Tunisia,6109100010,Global,N,20.45455,45
012498_500_L,012498500,3468337966609,012498,M ARENA EVOLUTION POCKET T-SHIRT,500,BLACK,Swimwear,Top,Man,"S, M, L, XL, XXL",L,Tunisia,6109100010,Global,N,20.45455,45
012498_500_M,012498500,3468337966616,012498,M ARENA EVOLUTION POCKET T-SHIRT,500,BLACK,Swimwear,Top,Man,"S, M, L, XL, XXL",M,Tunisia,6109100010,Global,N,20.45455,45
012498_500_S,012498500,3468337966623,012498,M ARENA EVOLUTION POCKET T-SHIRT,500,BLACK,Swimwear,Top,Man,"S, M, L, XL, XXL",S,Tunisia,6109100010,Global,N,20.45455,45
012498_500_XL,012498500,3468337966630,012498,M ARENA EVOLUTION POCKET T-SHIRT,500,BLACK,Swimwear,Top,Man,"S, M, L, XL, XXL",XL,Tunisia,6109100010,Global,N,20.45455,45
012498_500_XXL,012498500,3468337966647,012498,M ARENA EVOLUTION POCKET T-SHIRT,500,BLACK,Swimwear,Top,Man,"S, M, L, XL, XXL",XXL,Tunisia,6109100010,Global,N,20.45455,45
012500_100_L,012500100,3468339122003,012500,M ARENA EVOLUTION POLOSHIRT WITH POCKET,100,WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",L,Tunisia,6109100090,Global,N,36.36363636363636,80
012500_100_M,012500100,3468339122010,012500,M ARENA EVOLUTION POLOSHIRT WITH POCKET,100,WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",M,Tunisia,6109100090,Global,N,36.36363636363636,80
012500_100_S,012500100,3468339122027,012500,M ARENA EVOLUTION POLOSHIRT WITH POCKET,100,WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",S,Tunisia,6109100090,Global,N,36.36363636363636,80
012500_100_XL,012500100,3468339122034,012500,M ARENA EVOLUTION POLOSHIRT WITH POCKET,100,WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",XL,Tunisia,6109100090,Global,N,36.36363636363636,80
012500_100_XXL,012500100,3468339122041,012500,M ARENA EVOLUTION POLOSHIRT WITH POCKET,100,WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",XXL,Tunisia,6109100090,Global,N,36.36363636363636,80
012500_500_L,012500500,3468339122102,012500,M ARENA EVOLUTION POLOSHIRT WITH POCKET,500,BLACK,Swimwear,Top,Man,"S, M, L, XL, XXL",L,Tunisia,6109100090,Global,N,36.36363636363636,80
012500_500_M,012500500,3468339122119,012500,M ARENA EVOLUTION POLOSHIRT WITH POCKET,500,BLACK,Swimwear,Top,Man,"S, M, L, XL, XXL",M,Tunisia,6109100090,Global,N,36.36363636363636,80
012500_500_S,012500500,3468339122126,012500,M ARENA EVOLUTION POLOSHIRT WITH POCKET,500,BLACK,Swimwear,Top,Man,"S, M, L, XL, XXL",S,Tunisia,6109100090,Global,N,36.36363636363636,80
012500_500_XL,012500500,3468339122133,012500,M ARENA EVOLUTION POLOSHIRT WITH POCKET,500,BLACK,Swimwear,Top,Man,"S, M, L, XL, XXL",XL,Tunisia,6109100090,Global,N,36.36363636363636,80
012500_500_XXL,012500500,3468339122140,012500,M ARENA EVOLUTION POLOSHIRT WITH POCKET,500,BLACK,Swimwear,Top,Man,"S, M, L, XL, XXL",XXL,Tunisia,6109100090,Global,N,36.36363636363636,80
012501_100_L,012501100,3468339108779,012501,M ARENA MULTI PALM POCKET T-SHIRT,100,WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",L,Tunisia,6109100010,Global,N,18.18182,40
012501_100_M,012501100,3468339108786,012501,M ARENA MULTI PALM POCKET T-SHIRT,100,WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",M,Tunisia,6109100010,Global,N,18.18182,40
012501_100_S,012501100,3468339108793,012501,M ARENA MULTI PALM POCKET T-SHIRT,100,WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",S,Tunisia,6109100010,Global,N,18.18182,40
