SKU,Article,EAN,Style,Style Description,Colorway,Colorway Description,Segment,Product Type,Consumer Target,Sizes Overview,Size,Made-In,Taric,Collection Type,Carry Over,SWP EUR,RSP EUR
011740_900_8-9,011740900,3468337914310,011740,G ARENA WAVE SWIMSUIT LIGHTDROP BACK,900,ARTIC LIME-TEAM PURPLE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Cambodia,6112419000,Global,Y,16.66667,35
011743_590_10-11,011743590,3468337981176,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,590,BLACK-FANDANGO PINK,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112419000,Global,Y,11.90476,25
011743_590_12-13,011743590,3468337981183,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,590,BLACK-FANDANGO PINK,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112419000,Global,Y,11.90476,25
011743_590_14-15,011743590,3468337981190,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,590,BLACK-FANDANGO PINK,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112419000,Global,Y,11.90476,25
011743_590_4-5,011743590,3468337981206,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,590,BLACK-FANDANGO PINK,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112419000,Global,Y,11.90476,25
011743_590_6-7,011743590,3468337981213,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,590,BLACK-FANDANGO PINK,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112419000,Global,Y,11.90476,25
011743_590_8-9,011743590,3468337981220,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,590,BLACK-FANDANGO PINK,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112419000,Global,Y,11.90476,25
011743_780_10-11,011743780,3468337981237,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,780,NAVY-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112419000,Global,Y,11.90476,25
011743_780_12-13,011743780,3468337981244,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,780,NAVY-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112419000,Global,Y,11.90476,25
011743_780_14-15,011743780,3468337981251,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,780,NAVY-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112419000,Global,Y,11.90476,25
011743_780_4-5,011743780,3468337981268,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,780,NAVY-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112419000,Global,Y,11.90476,25
011743_780_6-7,011743780,3468337981275,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,780,NAVY-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112419000,Global,Y,11.90476,25
011743_780_8-9,011743780,3468337981282,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,780,NAVY-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112419000,Global,Y,11.90476,25
011743_930_10-11,011743930,3468337981299,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,930,VIOLET-TEAM ORANGE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112419000,Global,Y,11.90476,25
011743_930_12-13,011743930,3468337981305,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,930,VIOLET-TEAM ORANGE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112419000,Global,Y,11.90476,25
011743_930_14-15,011743930,3468337981312,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,930,VIOLET-TEAM ORANGE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112419000,Global,Y,11.90476,25
011743_930_4-5,011743930,3468337981329,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,930,VIOLET-TEAM ORANGE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112419000,Global,Y,11.90476,25
011743_930_6-7,011743930,3468337981336,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,930,VIOLET-TEAM ORANGE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112419000,Global,Y,11.90476,25
011743_930_8-9,011743930,3468337981343,011743,G ARENA DETAIL SWIMSUIT SWIM PRO BACK,930,VIOLET-TEAM ORANGE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112419000,Global,Y,11.90476,25
011748_590_36,011748590,3468337981350,011748,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,590,BLACK-FANDANGO PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",36,Vietnam,6112419000,Global,Y,19.04762,40
011748_590_38,011748590,3468337981367,011748,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,590,BLACK-FANDANGO PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",38,Vietnam,6112419000,Global,Y,19.04762,40
011748_590_40,011748590,3468337981374,011748,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,590,BLACK-FANDANGO PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",40,Vietnam,6112419000,Global,Y,19.04762,40
011748_590_42,011748590,3468337981381,011748,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,590,BLACK-FANDANGO PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",42,Vietnam,6112419000,Global,Y,19.04762,40
011748_590_44,011748590,3468337981398,011748,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,590,BLACK-FANDANGO PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",44,Vietnam,6112419000,Global,Y,19.04762,40
011748_590_46,011748590,3468337981404,011748,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,590,BLACK-FANDANGO PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",46,Vietnam,6112419000,Global,Y,19.04762,40
011748_590_48,011748590,3468337981411,011748,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,590,BLACK-FANDANGO PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",48,Vietnam,6112419000,Global,Y,19.04762,40
011748_780_36,011748780,3468337981428,011748,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,780,NAVY-WATER,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",36,Vietnam,6112419000,Global,Y,19.04762,40
011748_780_38,011748780,3468337981435,011748,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,780,NAVY-WATER,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",38,Vietnam,6112419000,Global,Y,19.04762,40
011748_780_40,011748780,3468337981442,011748,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,780,NAVY-WATER,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",40,Vietnam,6112419000,Global,Y,19.04762,40
011748_780_42,011748780,3468337981459,011748,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,780,NAVY-WATER,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",42,Vietnam,6112419000,Global,Y,19.04762,40
011748_780_44,011748780,3468337981466,011748,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,780,NAVY-WATER,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",44,Vietnam,6112419000,Global,Y,19.04762,40
011748_780_46,011748780,3468337981473,011748,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,780,NAVY-WATER,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",46,Vietnam,6112419000,Global,Y,19.04762,40
011748_780_48,011748780,3468337981480,011748,W ARENA PAINTERLY SWIMSUIT SWIM PRO BACK,780,NAVY-WATER,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",48,Vietnam,6112419000,Global,Y,19.04762,40
011753_508_10-11,011753508,3468339167837,011753,B ARENA DETAIL SWIM SHORT,508,BLACK-WATER,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112319000,Global,Y,10.47619,22
011753_508_12-13,011753508,3468339167844,011753,B ARENA DETAIL SWIM SHORT,508,BLACK-WATER,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112319000,Global,Y,10.47619,22
011753_508_14-15,011753508,3468339167851,011753,B ARENA DETAIL SWIM SHORT,508,BLACK-WATER,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112319000,Global,Y,10.47619,22
011753_508_4-5,011753508,3468339167868,011753,B ARENA DETAIL SWIM SHORT,508,BLACK-WATER,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112319000,Global,Y,10.47619,22
011753_508_6-7,011753508,3468339167875,011753,B ARENA DETAIL SWIM SHORT,508,BLACK-WATER,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112319000,Global,Y,10.47619,22
011753_508_8-9,011753508,3468339167882,011753,B ARENA DETAIL SWIM SHORT,508,BLACK-WATER,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112319000,Global,Y,10.47619,22
011753_608_10-11,011753608,3468339167899,011753,B ARENA DETAIL SWIM SHORT,608,HAZEL GREEN-NEON BLUE,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112319000,Global,Y,10.47619,22
011753_608_12-13,011753608,3468339167905,011753,B ARENA DETAIL SWIM SHORT,608,HAZEL GREEN-NEON BLUE,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112319000,Global,Y,10.47619,22
011753_608_14-15,011753608,3468339167912,011753,B ARENA DETAIL SWIM SHORT,608,HAZEL GREEN-NEON BLUE,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112319000,Global,Y,10.47619,22
011753_608_4-5,011753608,3468339167929,011753,B ARENA DETAIL SWIM SHORT,608,HAZEL GREEN-NEON BLUE,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112319000,Global,Y,10.47619,22
011753_608_6-7,011753608,3468339167936,011753,B ARENA DETAIL SWIM SHORT,608,HAZEL GREEN-NEON BLUE,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112319000,Global,Y,10.47619,22
011753_608_8-9,011753608,3468339167943,011753,B ARENA DETAIL SWIM SHORT,608,HAZEL GREEN-NEON BLUE,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112319000,Global,Y,10.47619,22
011753_701_10-11,011753701,3468339167950,011753,B ARENA DETAIL SWIM SHORT,701,NAVY-WHITE,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112319000,Global,Y,10.47619,22
011753_701_12-13,011753701,3468339167967,011753,B ARENA DETAIL SWIM SHORT,701,NAVY-WHITE,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112319000,Global,Y,10.47619,22
011753_701_14-15,011753701,3468339167974,011753,B ARENA DETAIL SWIM SHORT,701,NAVY-WHITE,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112319000,Global,Y,10.47619,22
011753_701_4-5,011753701,3468339167981,011753,B ARENA DETAIL SWIM SHORT,701,NAVY-WHITE,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112319000,Global,Y,10.47619,22
011753_701_6-7,011753701,3468339167998,011753,B ARENA DETAIL SWIM SHORT,701,NAVY-WHITE,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112319000,Global,Y,10.47619,22
011753_701_8-9,011753701,3468339168001,011753,B ARENA DETAIL SWIM SHORT,701,NAVY-WHITE,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112319000,Global,Y,10.47619,22
011755_590_10-11,011755590,3468337981497,011755,G ARENA BOLD SWIMSUIT V BACK,590,BLACK-FRESIA ROSE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112419000,Global,Y,14.28571,30
011755_590_12-13,011755590,3468337981503,011755,G ARENA BOLD SWIMSUIT V BACK,590,BLACK-FRESIA ROSE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112419000,Global,Y,14.28571,30
011755_590_14-15,011755590,3468337981510,011755,G ARENA BOLD SWIMSUIT V BACK,590,BLACK-FRESIA ROSE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112419000,Global,Y,14.28571,30
011755_590_4-5,011755590,3468337981527,011755,G ARENA BOLD SWIMSUIT V BACK,590,BLACK-FRESIA ROSE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112419000,Global,Y,14.28571,30
011755_590_6-7,011755590,3468337981534,011755,G ARENA BOLD SWIMSUIT V BACK,590,BLACK-FRESIA ROSE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112419000,Global,Y,14.28571,30
011755_590_8-9,011755590,3468337981541,011755,G ARENA BOLD SWIMSUIT V BACK,590,BLACK-FRESIA ROSE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112419000,Global,Y,14.28571,30
011755_880_10-11,011755880,3468337981558,011755,G ARENA BOLD SWIMSUIT V BACK,880,NEON BLUE-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112419000,Global,Y,14.28571,30
011755_880_12-13,011755880,3468337981565,011755,G ARENA BOLD SWIMSUIT V BACK,880,NEON BLUE-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112419000,Global,Y,14.28571,30
011755_880_14-15,011755880,3468337981572,011755,G ARENA BOLD SWIMSUIT V BACK,880,NEON BLUE-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112419000,Global,Y,14.28571,30
011755_880_4-5,011755880,3468337981589,011755,G ARENA BOLD SWIMSUIT V BACK,880,NEON BLUE-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112419000,Global,Y,14.28571,30
011755_880_6-7,011755880,3468337981596,011755,G ARENA BOLD SWIMSUIT V BACK,880,NEON BLUE-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112419000,Global,Y,14.28571,30
011755_880_8-9,011755880,3468337981602,011755,G ARENA BOLD SWIMSUIT V BACK,880,NEON BLUE-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112419000,Global,Y,14.28571,30
011756_570_10-11,011756570,3468337981619,011756,G ARENA PAINTERLY SWIMSUIT V BACK,570,BLACK-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112419000,Global,Y,10.95238,23
011756_570_12-13,011756570,3468337981626,011756,G ARENA PAINTERLY SWIMSUIT V BACK,570,BLACK-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112419000,Global,Y,10.95238,23
011756_570_14-15,011756570,3468337981633,011756,G ARENA PAINTERLY SWIMSUIT V BACK,570,BLACK-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112419000,Global,Y,10.95238,23
011756_570_4-5,011756570,3468337981640,011756,G ARENA PAINTERLY SWIMSUIT V BACK,570,BLACK-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112419000,Global,Y,10.95238,23
011756_570_6-7,011756570,3468337981657,011756,G ARENA PAINTERLY SWIMSUIT V BACK,570,BLACK-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112419000,Global,Y,10.95238,23
011756_570_8-9,011756570,3468337981664,011756,G ARENA PAINTERLY SWIMSUIT V BACK,570,BLACK-TURQUOISE,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112419000,Global,Y,10.95238,23
011756_790_10-11,011756790,3468337981671,011756,G ARENA PAINTERLY SWIMSUIT V BACK,790,NAVY-FANDANGO PINK,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112419000,Global,Y,10.95238,23
011756_790_12-13,011756790,3468337981688,011756,G ARENA PAINTERLY SWIMSUIT V BACK,790,NAVY-FANDANGO PINK,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112419000,Global,Y,10.95238,23
011756_790_14-15,011756790,3468337981695,011756,G ARENA PAINTERLY SWIMSUIT V BACK,790,NAVY-FANDANGO PINK,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112419000,Global,Y,10.95238,23
011756_790_4-5,011756790,3468337981701,011756,G ARENA PAINTERLY SWIMSUIT V BACK,790,NAVY-FANDANGO PINK,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112419000,Global,Y,10.95238,23
011756_790_6-7,011756790,3468337981718,011756,G ARENA PAINTERLY SWIMSUIT V BACK,790,NAVY-FANDANGO PINK,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112419000,Global,Y,10.95238,23
011756_790_8-9,011756790,3468337981725,011756,G ARENA PAINTERLY SWIMSUIT V BACK,790,NAVY-FANDANGO PINK,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112419000,Global,Y,10.95238,23
011756_980_10-11,011756980,3468337981732,011756,G ARENA PAINTERLY SWIMSUIT V BACK,980,VIOLET-WATER,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112419000,Global,Y,10.95238,23
011756_980_12-13,011756980,3468337981749,011756,G ARENA PAINTERLY SWIMSUIT V BACK,980,VIOLET-WATER,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112419000,Global,Y,10.95238,23
011756_980_14-15,011756980,3468337981756,011756,G ARENA PAINTERLY SWIMSUIT V BACK,980,VIOLET-WATER,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112419000,Global,Y,10.95238,23
011756_980_4-5,011756980,3468337981763,011756,G ARENA PAINTERLY SWIMSUIT V BACK,980,VIOLET-WATER,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112419000,Global,Y,10.95238,23
011756_980_6-7,011756980,3468337981770,011756,G ARENA PAINTERLY SWIMSUIT V BACK,980,VIOLET-WATER,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112419000,Global,Y,10.95238,23
011756_980_8-9,011756980,3468337981787,011756,G ARENA PAINTERLY SWIMSUIT V BACK,980,VIOLET-WATER,Swimwear,One piece,Girl,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112419000,Global,Y,10.95238,23
011757_500_10-11,011757500,3468337981794,011757,B ARENA PAINTERLY SWIM BRIEFS,500,BLACK,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_500_12-13,011757500,3468337981800,011757,B ARENA PAINTERLY SWIM BRIEFS,500,BLACK,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_500_14-15,011757500,3468337981817,011757,B ARENA PAINTERLY SWIM BRIEFS,500,BLACK,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_500_4-5,011757500,3468337981824,011757,B ARENA PAINTERLY SWIM BRIEFS,500,BLACK,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_500_6-7,011757500,3468337981831,011757,B ARENA PAINTERLY SWIM BRIEFS,500,BLACK,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_500_8-9,011757500,3468337981848,011757,B ARENA PAINTERLY SWIM BRIEFS,500,BLACK,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_700_10-11,011757700,3468337981855,011757,B ARENA PAINTERLY SWIM BRIEFS,700,NAVY,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_700_12-13,011757700,3468337981862,011757,B ARENA PAINTERLY SWIM BRIEFS,700,NAVY,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_700_14-15,011757700,3468337981879,011757,B ARENA PAINTERLY SWIM BRIEFS,700,NAVY,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_700_4-5,011757700,3468337981886,011757,B ARENA PAINTERLY SWIM BRIEFS,700,NAVY,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_700_6-7,011757700,3468337981893,011757,B ARENA PAINTERLY SWIM BRIEFS,700,NAVY,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_700_8-9,011757700,3468337981909,011757,B ARENA PAINTERLY SWIM BRIEFS,700,NAVY,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_800_10-11,011757800,3468337981916,011757,B ARENA PAINTERLY SWIM BRIEFS,800,ROYAL,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_800_12-13,011757800,3468337981923,011757,B ARENA PAINTERLY SWIM BRIEFS,800,ROYAL,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_800_14-15,011757800,3468337981930,011757,B ARENA PAINTERLY SWIM BRIEFS,800,ROYAL,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_800_4-5,011757800,3468337981947,011757,B ARENA PAINTERLY SWIM BRIEFS,800,ROYAL,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_800_6-7,011757800,3468337981954,011757,B ARENA PAINTERLY SWIM BRIEFS,800,ROYAL,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112319000,Global,Y,9.523809999999999,20
011757_800_8-9,011757800,3468337981961,011757,B ARENA PAINTERLY SWIM BRIEFS,800,ROYAL,Swimwear,Brief,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112319000,Global,Y,9.523809999999999,20
011771_510_36,011771510,3468337981978,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,510,BLACK-WHITE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",36,Vietnam,6112419000,Global,Y,18.09524,38
011771_510_38,011771510,3468337981985,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,510,BLACK-WHITE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",38,Vietnam,6112419000,Global,Y,18.09524,38
011771_510_40,011771510,3468337981992,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,510,BLACK-WHITE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",40,Vietnam,6112419000,Global,Y,18.09524,38
011771_510_42,011771510,3468337982005,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,510,BLACK-WHITE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",42,Vietnam,6112419000,Global,Y,18.09524,38
011771_510_44,011771510,3468337982012,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,510,BLACK-WHITE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",44,Vietnam,6112419000,Global,Y,18.09524,38
011771_510_46,011771510,3468337982029,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,510,BLACK-WHITE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",46,Vietnam,6112419000,Global,Y,18.09524,38
011771_510_48,011771510,3468337982036,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,510,BLACK-WHITE,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",48,Vietnam,6112419000,Global,Y,18.09524,38
